size,path,id,color,name,coordinates,description,type
5000,landslide,landslide,"rgb(255, 136, 0)",landslide,,,root
1000,landslide/landslide.0,landslide.0,"rgb(154, 255, 255)",landslide.landslide.0,"['101.3431', '24.4752']",10 km from the VII isobar of the Gengma,Spot
1000,landslide/landslide.1,landslide.1,"rgb(154, 255, 255)",landslide.landslide.1,"['50.5253', '25.2744']",41 - km rail that crosses the Serra do Mar mountain range,Spot
1000,landslide/landslide.2,landslide.2,"rgb(154, 255, 255)",landslide.landslide.2,"['3.0857', '36.7372']",70 km southeast of the Algerian capital,Spot
1000,landslide/landslide.3,landslide.3,"rgb(154, 255, 255)",landslide.landslide.3,"['78.4322', '30.3090']",a famous tourist destination in the Indian State of Uttarakhand,Spot
1000,landslide/landslide.4,landslide.4,"rgb(154, 255, 255)",landslide.landslide.4,"['6.8481', '49.3727']",A lagou,Spot
1000,landslide/landslide.5,landslide.5,"rgb(154, 255, 255)",landslide.landslide.5,"['38.1317', '9.9378']",Aba Libanos area in Northwestern Ethiopia,Spot
1000,landslide/landslide.6,landslide.6,"rgb(154, 255, 255)",landslide.landslide.6,"['37.4031', '11.7990']",Abay Gorge near Dejen,Spot
1000,landslide/landslide.7,landslide.7,"rgb(154, 255, 255)",landslide.landslide.7,"['73.2407', '34.1688']",Abbottabad,Spot
1000,landslide/landslide.8,landslide.8,"rgb(154, 255, 255)",landslide.landslide.8,"['34.9967', '14.4105']",Abe Barek,Spot
1000,landslide/landslide.9,landslide.9,"rgb(154, 255, 255)",landslide.landslide.9,"['13.6747', '42.3512']",Abruzzo,Spot
1000,landslide/landslide.10,landslide.10,"rgb(154, 255, 255)",landslide.landslide.10,"['21.6536', '38.1313']",Achaia Regional Unit located in Northern Peloponnese,Spot
1000,landslide/landslide.11,landslide.11,"rgb(154, 255, 255)",landslide.landslide.11,"['77.1025', '28.7041']",adjacent to the National Highways,Spot
1000,landslide/landslide.12,landslide.12,"rgb(154, 255, 255)",landslide.landslide.12,"['16.7187', '42.2596']",Adriatic coast,Spot
1000,landslide/landslide.13,landslide.13,"rgb(154, 255, 255)",landslide.landslide.13,"['17.1232', '40.6395']",Adriatic Coast of south Italy,Spot
1000,landslide/landslide.14,landslide.14,"rgb(154, 255, 255)",landslide.landslide.14,"['14.8498', '38.4693']",Aeolian Archipelago,Spot
1000,landslide/landslide.15,landslide.15,"rgb(154, 255, 255)",landslide.landslide.15,"['21.2911', '38.7205']",Aetolia - Acarnania and Evritania prefectures,Spot
1000,landslide/landslide.16,landslide.16,"rgb(154, 255, 255)",landslide.landslide.16,"['14.9333', '37.8219']",affluent of the Alcantara River,Spot
1000,landslide/landslide.17,landslide.17,"rgb(154, 255, 255)",landslide.landslide.17,"['66.2385', '33.9391']",Afghanistan,Spot
1000,landslide/landslide.18,landslide.18,"rgb(154, 255, 255)",landslide.landslide.18,"['17.3660', '8.7832']",Africa,Spot
1000,landslide/landslide.19,landslide.19,"rgb(154, 255, 255)",landslide.landslide.19,"['9.6304', '30.4202']",Agadir Ida - Ou - Tanane province,Spot
