size,path,id,color,name,coordinates,description,type
1000,landslide/landslide.385/LOC,landslide.385.LOC,"rgb(88, 227, 127)",landslide.landslide.385.LOC,"['30.9736', '41.2463']",,LOC
1000,landslide/landslide.386,landslide.386,"rgb(154, 255, 255)",landslide.landslide.386,"['104.4010', '31.1269']",Deyang,Spot
1000,landslide/landslide.386/MED,landslide.386.MED,"rgb(88, 227, 127)",landslide.landslide.386.MED,"['104.4010', '31.1269']",,MED
1000,landslide/landslide.386/FAC,landslide.386.FAC,"rgb(88, 227, 127)",landslide.landslide.386.FAC,"['104.4010', '31.1269']",,FAC
1000,landslide/landslide.386/LOC,landslide.386.LOC,"rgb(88, 227, 127)",landslide.landslide.386.LOC,"['104.4010', '31.1269']",,LOC
1000,landslide/landslide.387,landslide.387,"rgb(154, 255, 255)",landslide.landslide.387,"['84.9055', '28.1611']",Dhading,Spot
1000,landslide/landslide.387/MED,landslide.387.MED,"rgb(88, 227, 127)",landslide.landslide.387.MED,"['84.9055', '28.1611']",,MED
1000,landslide/landslide.387/FAC,landslide.387.FAC,"rgb(88, 227, 127)",landslide.landslide.387.FAC,"['84.9055', '28.1611']",,FAC
1000,landslide/landslide.387/LOC,landslide.387.LOC,"rgb(88, 227, 127)",landslide.landslide.387.LOC,"['84.9055', '28.1611']",,LOC
1000,landslide/landslide.388,landslide.388,"rgb(154, 255, 255)",landslide.landslide.388,"['84.9055', '28.1611']",Dhading district of Nepal 's Bagmati province,Spot
1000,landslide/landslide.388/MED,landslide.388.MED,"rgb(88, 227, 127)",landslide.landslide.388.MED,"['84.9055', '28.1611']",,MED
1000,landslide/landslide.388/FAC,landslide.388.FAC,"rgb(88, 227, 127)",landslide.landslide.388.FAC,"['84.9055', '28.1611']",,FAC
1000,landslide/landslide.388/LOC,landslide.388.LOC,"rgb(88, 227, 127)",landslide.landslide.388.LOC,"['84.9055', '28.1611']",,LOC
1000,landslide/landslide.389,landslide.389,"rgb(154, 255, 255)",landslide.landslide.389,"['80.6212', '28.4863']",Dhaira,Spot
1000,landslide/landslide.389/MED,landslide.389.MED,"rgb(88, 227, 127)",landslide.landslide.389.MED,"['80.6212', '28.4863']",,MED
1000,landslide/landslide.389/FAC,landslide.389.FAC,"rgb(88, 227, 127)",landslide.landslide.389.FAC,"['80.6212', '28.4863']",,FAC
1000,landslide/landslide.389/LOC,landslide.389.LOC,"rgb(88, 227, 127)",landslide.landslide.389.LOC,"['80.6212', '28.4863']",,LOC
1000,landslide/landslide.390,landslide.390,"rgb(154, 255, 255)",landslide.landslide.390,"['76.3188', '32.2190']",Dharamshala,Spot
1000,landslide/landslide.390/MED,landslide.390.MED,"rgb(88, 227, 127)",landslide.landslide.390.MED,"['76.3188', '32.2190']",,MED
1000,landslide/landslide.390/FAC,landslide.390.FAC,"rgb(88, 227, 127)",landslide.landslide.390.FAC,"['76.3188', '32.2190']",,FAC
1000,landslide/landslide.390/LOC,landslide.390.LOC,"rgb(88, 227, 127)",landslide.landslide.390.LOC,"['76.3188', '32.2190']",,LOC
1000,landslide/landslide.391,landslide.391,"rgb(154, 255, 255)",landslide.landslide.391,"['76.3188', '32.2190']",Dharamshala region of Kangra valley,Spot
1000,landslide/landslide.391/MED,landslide.391.MED,"rgb(88, 227, 127)",landslide.landslide.391.MED,"['76.3188', '32.2190']",,MED
1000,landslide/landslide.391/FAC,landslide.391.FAC,"rgb(88, 227, 127)",landslide.landslide.391.FAC,"['76.3188', '32.2190']",,FAC
1000,landslide/landslide.391/LOC,landslide.391.LOC,"rgb(88, 227, 127)",landslide.landslide.391.LOC,"['76.3188', '32.2190']",,LOC
1000,landslide/landslide.392,landslide.392,"rgb(154, 255, 255)",landslide.landslide.392,"['102.8083', '25.8058']",Dianchi Lake watershed,Spot
1000,landslide/landslide.392/MED,landslide.392.MED,"rgb(88, 227, 127)",landslide.landslide.392.MED,"['102.8083', '25.8058']",,MED
1000,landslide/landslide.392/FAC,landslide.392.FAC,"rgb(88, 227, 127)",landslide.landslide.392.FAC,"['102.8083', '25.8058']",,FAC
1000,landslide/landslide.392/LOC,landslide.392.LOC,"rgb(88, 227, 127)",landslide.landslide.392.LOC,"['102.8083', '25.8058']",,LOC
1000,landslide/landslide.393,landslide.393,"rgb(154, 255, 255)",landslide.landslide.393,"['103.4233', '31.5141']",Diexi,Spot
1000,landslide/landslide.393/MED,landslide.393.MED,"rgb(88, 227, 127)",landslide.landslide.393.MED,"['103.4233', '31.5141']",,MED
1000,landslide/landslide.393/FAC,landslide.393.FAC,"rgb(88, 227, 127)",landslide.landslide.393.FAC,"['103.4233', '31.5141']",,FAC
1000,landslide/landslide.393/LOC,landslide.393.LOC,"rgb(88, 227, 127)",landslide.landslide.393.LOC,"['103.4233', '31.5141']",,LOC
1000,landslide/landslide.394,landslide.394,"rgb(154, 255, 255)",landslide.landslide.394,"['102.8192', '31.7312']",Diexi area located along the upstream stretch of the Minjiang River,Spot
1000,landslide/landslide.394/MED,landslide.394.MED,"rgb(88, 227, 127)",landslide.landslide.394.MED,"['102.8192', '31.7312']",,MED
1000,landslide/landslide.394/FAC,landslide.394.FAC,"rgb(88, 227, 127)",landslide.landslide.394.FAC,"['102.8192', '31.7312']",,FAC
1000,landslide/landslide.394/LOC,landslide.394.LOC,"rgb(88, 227, 127)",landslide.landslide.394.LOC,"['102.8192', '31.7312']",,LOC
1000,landslide/landslide.395,landslide.395,"rgb(154, 255, 255)",landslide.landslide.395,"['73.2434', '36.4426']",District Ghizer,Spot
1000,landslide/landslide.395/MED,landslide.395.MED,"rgb(88, 227, 127)",landslide.landslide.395.MED,"['73.2434', '36.4426']",,MED
1000,landslide/landslide.395/FAC,landslide.395.FAC,"rgb(88, 227, 127)",landslide.landslide.395.FAC,"['73.2434', '36.4426']",,FAC
1000,landslide/landslide.395/LOC,landslide.395.LOC,"rgb(88, 227, 127)",landslide.landslide.395.LOC,"['73.2434', '36.4426']",,LOC
1000,landslide/landslide.396,landslide.396,"rgb(154, 255, 255)",landslide.landslide.396,"['73.0069', '33.7890']",District Hattian Bala,Spot
1000,landslide/landslide.396/MED,landslide.396.MED,"rgb(88, 227, 127)",landslide.landslide.396.MED,"['73.0069', '33.7890']",,MED
1000,landslide/landslide.396/FAC,landslide.396.FAC,"rgb(88, 227, 127)",landslide.landslide.396.FAC,"['73.0069', '33.7890']",,FAC
1000,landslide/landslide.396/LOC,landslide.396.LOC,"rgb(88, 227, 127)",landslide.landslide.396.LOC,"['73.0069', '33.7890']",,LOC
1000,landslide/landslide.397,landslide.397,"rgb(154, 255, 255)",landslide.landslide.397,"['106.8276', '6.2088']",DKI Jakarta,Spot
1000,landslide/landslide.397/MED,landslide.397.MED,"rgb(88, 227, 127)",landslide.landslide.397.MED,"['106.8276', '6.2088']",,MED
1000,landslide/landslide.397/FAC,landslide.397.FAC,"rgb(88, 227, 127)",landslide.landslide.397.FAC,"['106.8276', '6.2088']",,FAC
1000,landslide/landslide.397/LOC,landslide.397.LOC,"rgb(88, 227, 127)",landslide.landslide.397.LOC,"['106.8276', '6.2088']",,LOC
1000,landslide/landslide.398,landslide.398,"rgb(154, 255, 255)",landslide.landslide.398,"['18.0840', '44.7310']",Doboj City,Spot
1000,landslide/landslide.398/MED,landslide.398.MED,"rgb(88, 227, 127)",landslide.landslide.398.MED,"['18.0840', '44.7310']",,MED
1000,landslide/landslide.398/FAC,landslide.398.FAC,"rgb(88, 227, 127)",landslide.landslide.398.FAC,"['18.0840', '44.7310']",,FAC
1000,landslide/landslide.398/LOC,landslide.398.LOC,"rgb(88, 227, 127)",landslide.landslide.398.LOC,"['18.0840', '44.7310']",,LOC
1000,landslide/landslide.399,landslide.399,"rgb(154, 255, 255)",landslide.landslide.399,"['47.0291', '36.6226']",Dodangeh watershed,Spot
1000,landslide/landslide.399/MED,landslide.399.MED,"rgb(88, 227, 127)",landslide.landslide.399.MED,"['47.0291', '36.6226']",,MED
1000,landslide/landslide.399/FAC,landslide.399.FAC,"rgb(88, 227, 127)",landslide.landslide.399.FAC,"['47.0291', '36.6226']",,FAC
1000,landslide/landslide.399/LOC,landslide.399.LOC,"rgb(88, 227, 127)",landslide.landslide.399.LOC,"['47.0291', '36.6226']",,LOC
1000,landslide/landslide.400,landslide.400,"rgb(154, 255, 255)",landslide.landslide.400,"['85.9485', '27.6760']",Dolalghat - Kodari section in Araniko Highway,Spot
1000,landslide/landslide.400/MED,landslide.400.MED,"rgb(88, 227, 127)",landslide.landslide.400.MED,"['85.9485', '27.6760']",,MED
1000,landslide/landslide.400/FAC,landslide.400.FAC,"rgb(88, 227, 127)",landslide.landslide.400.FAC,"['85.9485', '27.6760']",,FAC
1000,landslide/landslide.400/LOC,landslide.400.LOC,"rgb(88, 227, 127)",landslide.landslide.400.LOC,"['85.9485', '27.6760']",,LOC
1000,landslide/landslide.401,landslide.401,"rgb(154, 255, 255)",landslide.landslide.401,"['61.3709', '15.4150']",Dominica,Spot
1000,landslide/landslide.401/MED,landslide.401.MED,"rgb(88, 227, 127)",landslide.landslide.401.MED,"['61.3709', '15.4150']",,MED
1000,landslide/landslide.401/FAC,landslide.401.FAC,"rgb(88, 227, 127)",landslide.landslide.401.FAC,"['61.3709', '15.4150']",,FAC
1000,landslide/landslide.401/LOC,landslide.401.LOC,"rgb(88, 227, 127)",landslide.landslide.401.LOC,"['61.3709', '15.4150']",,LOC
1000,landslide/landslide.402,landslide.402,"rgb(154, 255, 255)",landslide.landslide.402,"['83.8630', '9.2480']",Dominical,Spot
1000,landslide/landslide.402/MED,landslide.402.MED,"rgb(88, 227, 127)",landslide.landslide.402.MED,"['83.8630', '9.2480']",,MED
1000,landslide/landslide.402/FAC,landslide.402.FAC,"rgb(88, 227, 127)",landslide.landslide.402.FAC,"['83.8630', '9.2480']",,FAC
1000,landslide/landslide.402/LOC,landslide.402.LOC,"rgb(88, 227, 127)",landslide.landslide.402.LOC,"['83.8630', '9.2480']",,LOC
1000,landslide/landslide.403,landslide.403,"rgb(154, 255, 255)",landslide.landslide.403,"['127.8986', '42.6788']",Dongfeng,Spot
1000,landslide/landslide.403/MED,landslide.403.MED,"rgb(88, 227, 127)",landslide.landslide.403.MED,"['127.8986', '42.6788']",,MED
1000,landslide/landslide.403/FAC,landslide.403.FAC,"rgb(88, 227, 127)",landslide.landslide.403.FAC,"['127.8986', '42.6788']",,FAC
1000,landslide/landslide.403/LOC,landslide.403.LOC,"rgb(88, 227, 127)",landslide.landslide.403.LOC,"['127.8986', '42.6788']",,LOC
1000,landslide/landslide.404,landslide.404,"rgb(154, 255, 255)",landslide.landslide.404,"['114.1303', '23.9326']",Dongjiang Reservoir Watershed,Spot
1000,landslide/landslide.404/MED,landslide.404.MED,"rgb(88, 227, 127)",landslide.landslide.404.MED,"['114.1303', '23.9326']",,MED
1000,landslide/landslide.404/FAC,landslide.404.FAC,"rgb(88, 227, 127)",landslide.landslide.404.FAC,"['114.1303', '23.9326']",,FAC
1000,landslide/landslide.404/LOC,landslide.404.LOC,"rgb(88, 227, 127)",landslide.landslide.404.LOC,"['114.1303', '23.9326']",,LOC
1000,landslide/landslide.405,landslide.405,"rgb(154, 255, 255)",landslide.landslide.405,"['113.8958', '36.3013']",Dongzhiyuan,Spot
1000,landslide/landslide.405/MED,landslide.405.MED,"rgb(88, 227, 127)",landslide.landslide.405.MED,"['113.8958', '36.3013']",,MED
1000,landslide/landslide.405/FAC,landslide.405.FAC,"rgb(88, 227, 127)",landslide.landslide.405.FAC,"['113.8958', '36.3013']",,FAC
1000,landslide/landslide.405/LOC,landslide.405.LOC,"rgb(88, 227, 127)",landslide.landslide.405.LOC,"['113.8958', '36.3013']",,LOC
1000,landslide/landslide.406,landslide.406,"rgb(154, 255, 255)",landslide.landslide.406,"['137.1485', '61.5167']",Donjek River area within the Yukon Alaska Highway Corridor,Spot
1000,landslide/landslide.406/MED,landslide.406.MED,"rgb(88, 227, 127)",landslide.landslide.406.MED,"['137.1485', '61.5167']",,MED
1000,landslide/landslide.406/FAC,landslide.406.FAC,"rgb(88, 227, 127)",landslide.landslide.406.FAC,"['137.1485', '61.5167']",,FAC
1000,landslide/landslide.406/LOC,landslide.406.LOC,"rgb(88, 227, 127)",landslide.landslide.406.LOC,"['137.1485', '61.5167']",,LOC
1000,landslide/landslide.407,landslide.407,"rgb(154, 255, 255)",landslide.landslide.407,"['116.7113', '35.6832']",DS,Spot
1000,landslide/landslide.407/MED,landslide.407.MED,"rgb(88, 227, 127)",landslide.landslide.407.MED,"['116.7113', '35.6832']",,MED
1000,landslide/landslide.407/FAC,landslide.407.FAC,"rgb(88, 227, 127)",landslide.landslide.407.FAC,"['116.7113', '35.6832']",,FAC
1000,landslide/landslide.407/LOC,landslide.407.LOC,"rgb(88, 227, 127)",landslide.landslide.407.LOC,"['116.7113', '35.6832']",,LOC
1000,landslide/landslide.408,landslide.408,"rgb(154, 255, 255)",landslide.landslide.408,"['115.0367', '35.7125']",DS railway segments from Puyang town to Dengsheng village,Spot
1000,landslide/landslide.408/MED,landslide.408.MED,"rgb(88, 227, 127)",landslide.landslide.408.MED,"['115.0367', '35.7125']",,MED
1000,landslide/landslide.408/FAC,landslide.408.FAC,"rgb(88, 227, 127)",landslide.landslide.408.FAC,"['115.0367', '35.7125']",,FAC
1000,landslide/landslide.408/LOC,landslide.408.LOC,"rgb(88, 227, 127)",landslide.landslide.408.LOC,"['115.0367', '35.7125']",,LOC
1000,landslide/landslide.409,landslide.409,"rgb(154, 255, 255)",landslide.landslide.409,"['77.3589', '28.1248']",Dubair,Spot
1000,landslide/landslide.409/MED,landslide.409.MED,"rgb(88, 227, 127)",landslide.landslide.409.MED,"['77.3589', '28.1248']",,MED
1000,landslide/landslide.409/FAC,landslide.409.FAC,"rgb(88, 227, 127)",landslide.landslide.409.FAC,"['77.3589', '28.1248']",,FAC
1000,landslide/landslide.409/LOC,landslide.409.LOC,"rgb(88, 227, 127)",landslide.landslide.409.LOC,"['77.3589', '28.1248']",,LOC
1000,landslide/landslide.410,landslide.410,"rgb(154, 255, 255)",landslide.landslide.410,"['103.5326', '30.9564']",Dujiangyan city to Siguniang Mountain,Spot
1000,landslide/landslide.410/MED,landslide.410.MED,"rgb(88, 227, 127)",landslide.landslide.410.MED,"['103.5326', '30.9564']",,MED
1000,landslide/landslide.410/FAC,landslide.410.FAC,"rgb(88, 227, 127)",landslide.landslide.410.FAC,"['103.5326', '30.9564']",,FAC
1000,landslide/landslide.410/LOC,landslide.410.LOC,"rgb(88, 227, 127)",landslide.landslide.410.LOC,"['103.5326', '30.9564']",,LOC
1000,landslide/landslide.411,landslide.411,"rgb(154, 255, 255)",landslide.landslide.411,"['112.3491', '33.0173']",Duwen basin of China,Spot
1000,landslide/landslide.411/MED,landslide.411.MED,"rgb(88, 227, 127)",landslide.landslide.411.MED,"['112.3491', '33.0173']",,MED
1000,landslide/landslide.411/FAC,landslide.411.FAC,"rgb(88, 227, 127)",landslide.landslide.411.FAC,"['112.3491', '33.0173']",,FAC
1000,landslide/landslide.411/LOC,landslide.411.LOC,"rgb(88, 227, 127)",landslide.landslide.411.LOC,"['112.3491', '33.0173']",,LOC
1000,landslide/landslide.412,landslide.412,"rgb(154, 255, 255)",landslide.landslide.412,"['114.5375', '33.5111']",Duwen Highway Basin,Spot
1000,landslide/landslide.412/MED,landslide.412.MED,"rgb(88, 227, 127)",landslide.landslide.412.MED,"['114.5375', '33.5111']",,MED
1000,landslide/landslide.412/FAC,landslide.412.FAC,"rgb(88, 227, 127)",landslide.landslide.412.FAC,"['114.5375', '33.5111']",,FAC
1000,landslide/landslide.412/LOC,landslide.412.LOC,"rgb(88, 227, 127)",landslide.landslide.412.LOC,"['114.5375', '33.5111']",,LOC
1000,landslide/landslide.413,landslide.413,"rgb(154, 255, 255)",landslide.landslide.413,"['120.9401', '24.1985']",Duxiantou,Spot
1000,landslide/landslide.413/MED,landslide.413.MED,"rgb(88, 227, 127)",landslide.landslide.413.MED,"['120.9401', '24.1985']",,MED
1000,landslide/landslide.413/FAC,landslide.413.FAC,"rgb(88, 227, 127)",landslide.landslide.413.FAC,"['120.9401', '24.1985']",,FAC
1000,landslide/landslide.413/LOC,landslide.413.LOC,"rgb(88, 227, 127)",landslide.landslide.413.LOC,"['120.9401', '24.1985']",,LOC
1000,landslide/landslide.414,landslide.414,"rgb(154, 255, 255)",landslide.landslide.414,"['79.5045', '43.6529']",DVP,Spot
1000,landslide/landslide.414/MED,landslide.414.MED,"rgb(88, 227, 127)",landslide.landslide.414.MED,"['79.5045', '43.6529']",,MED
1000,landslide/landslide.414/FAC,landslide.414.FAC,"rgb(88, 227, 127)",landslide.landslide.414.FAC,"['79.5045', '43.6529']",,FAC
1000,landslide/landslide.414/LOC,landslide.414.LOC,"rgb(88, 227, 127)",landslide.landslide.414.LOC,"['79.5045', '43.6529']",,LOC
1000,landslide/landslide.415,landslide.415,"rgb(154, 255, 255)",landslide.landslide.415,"['4.4699', '50.5011']",E Belgium,Spot
1000,landslide/landslide.415/MED,landslide.415.MED,"rgb(88, 227, 127)",landslide.landslide.415.MED,"['4.4699', '50.5011']",,MED
1000,landslide/landslide.415/FAC,landslide.415.FAC,"rgb(88, 227, 127)",landslide.landslide.415.FAC,"['4.4699', '50.5011']",,FAC
1000,landslide/landslide.415/LOC,landslide.415.LOC,"rgb(88, 227, 127)",landslide.landslide.415.LOC,"['4.4699', '50.5011']",,LOC
1000,landslide/landslide.416,landslide.416,"rgb(154, 255, 255)",landslide.landslide.416,"['90.1933', '15.7835']",east - central Guatemala,Spot
1000,landslide/landslide.416/MED,landslide.416.MED,"rgb(88, 227, 127)",landslide.landslide.416.MED,"['90.1933', '15.7835']",,MED
1000,landslide/landslide.416/FAC,landslide.416.FAC,"rgb(88, 227, 127)",landslide.landslide.416.FAC,"['90.1933', '15.7835']",,FAC
1000,landslide/landslide.416/LOC,landslide.416.LOC,"rgb(88, 227, 127)",landslide.landslide.416.LOC,"['90.1933', '15.7835']",,LOC
1000,landslide/landslide.417,landslide.417,"rgb(154, 255, 255)",landslide.landslide.417,"['36.8219', '1.2991']",East Africa,Spot
1000,landslide/landslide.417/MED,landslide.417.MED,"rgb(88, 227, 127)",landslide.landslide.417.MED,"['36.8219', '1.2991']",,MED
1000,landslide/landslide.417/FAC,landslide.417.FAC,"rgb(88, 227, 127)",landslide.landslide.417.FAC,"['36.8219', '1.2991']",,FAC
1000,landslide/landslide.417/LOC,landslide.417.LOC,"rgb(88, 227, 127)",landslide.landslide.417.LOC,"['36.8219', '1.2991']",,LOC
1000,landslide/landslide.418,landslide.418,"rgb(154, 255, 255)",landslide.landslide.418,"['46.1876', '37.9163']",East Azerbaijan,Spot
1000,landslide/landslide.418/MED,landslide.418.MED,"rgb(88, 227, 127)",landslide.landslide.418.MED,"['46.1876', '37.9163']",,MED
1000,landslide/landslide.418/FAC,landslide.418.FAC,"rgb(88, 227, 127)",landslide.landslide.418.FAC,"['46.1876', '37.9163']",,FAC
1000,landslide/landslide.418/LOC,landslide.418.LOC,"rgb(88, 227, 127)",landslide.landslide.418.LOC,"['46.1876', '37.9163']",,LOC
1000,landslide/landslide.419,landslide.419,"rgb(154, 255, 255)",landslide.landslide.419,"['37.9167', '11.4833']",East Gojjam,Spot
1000,landslide/landslide.419/MED,landslide.419.MED,"rgb(88, 227, 127)",landslide.landslide.419.MED,"['37.9167', '11.4833']",,MED
1000,landslide/landslide.419/FAC,landslide.419.FAC,"rgb(88, 227, 127)",landslide.landslide.419.FAC,"['37.9167', '11.4833']",,FAC
1000,landslide/landslide.419/LOC,landslide.419.LOC,"rgb(88, 227, 127)",landslide.landslide.419.LOC,"['37.9167', '11.4833']",,LOC
1000,landslide/landslide.420,landslide.420,"rgb(154, 255, 255)",landslide.landslide.420,"['112.7208', '-7.2575']",East Java,Spot
1000,landslide/landslide.420/MED,landslide.420.MED,"rgb(88, 227, 127)",landslide.landslide.420.MED,"['112.7208', '-7.2575']",,MED
1000,landslide/landslide.420/FAC,landslide.420.FAC,"rgb(88, 227, 127)",landslide.landslide.420.FAC,"['112.7208', '-7.2575']",,FAC
1000,landslide/landslide.420/LOC,landslide.420.LOC,"rgb(88, 227, 127)",landslide.landslide.420.LOC,"['112.7208', '-7.2575']",,LOC
1000,landslide/landslide.421,landslide.421,"rgb(154, 255, 255)",landslide.landslide.421,"['94.1500', '34.5500']",east of the Qinghai - Tibet Plateau,Spot
1000,landslide/landslide.421/MED,landslide.421.MED,"rgb(88, 227, 127)",landslide.landslide.421.MED,"['94.1500', '34.5500']",,MED
1000,landslide/landslide.421/FAC,landslide.421.FAC,"rgb(88, 227, 127)",landslide.landslide.421.FAC,"['94.1500', '34.5500']",,FAC
1000,landslide/landslide.421/LOC,landslide.421.LOC,"rgb(88, 227, 127)",landslide.landslide.421.LOC,"['94.1500', '34.5500']",,LOC
1000,landslide/landslide.422,landslide.422,"rgb(154, 255, 255)",landslide.landslide.422,"['93.6000', '29.4000']",east of the Tibetan Plateau,Spot
1000,landslide/landslide.422/MED,landslide.422.MED,"rgb(88, 227, 127)",landslide.landslide.422.MED,"['93.6000', '29.4000']",,MED
1000,landslide/landslide.422/FAC,landslide.422.FAC,"rgb(88, 227, 127)",landslide.landslide.422.FAC,"['93.6000', '29.4000']",,FAC
1000,landslide/landslide.422/LOC,landslide.422.LOC,"rgb(88, 227, 127)",landslide.landslide.422.LOC,"['93.6000', '29.4000']",,LOC
1000,landslide/landslide.423,landslide.423,"rgb(154, 255, 255)",landslide.landslide.423,"['15.4667', '38.0667']",East Peloritani Fault System,Spot
1000,landslide/landslide.423/MED,landslide.423.MED,"rgb(88, 227, 127)",landslide.landslide.423.MED,"['15.4667', '38.0667']",,MED
1000,landslide/landslide.423/FAC,landslide.423.FAC,"rgb(88, 227, 127)",landslide.landslide.423.FAC,"['15.4667', '38.0667']",,FAC
1000,landslide/landslide.423/LOC,landslide.423.LOC,"rgb(88, 227, 127)",landslide.landslide.423.LOC,"['15.4667', '38.0667']",,LOC
1000,landslide/landslide.424,landslide.424,"rgb(154, 255, 255)",landslide.landslide.424,"['88.6155', '27.3303']",East Sikkim Himalaya,Spot
1000,landslide/landslide.424/MED,landslide.424.MED,"rgb(88, 227, 127)",landslide.landslide.424.MED,"['88.6155', '27.3303']",,MED
1000,landslide/landslide.424/FAC,landslide.424.FAC,"rgb(88, 227, 127)",landslide.landslide.424.FAC,"['88.6155', '27.3303']",,FAC
1000,landslide/landslide.424/LOC,landslide.424.LOC,"rgb(88, 227, 127)",landslide.landslide.424.LOC,"['88.6155', '27.3303']",,LOC
1000,landslide/landslide.425,landslide.425,"rgb(154, 255, 255)",landslide.landslide.425,"['88.6116', '27.3321']",East Sikkim Himalaya region of India,Spot
1000,landslide/landslide.425/MED,landslide.425.MED,"rgb(88, 227, 127)",landslide.landslide.425.MED,"['88.6116', '27.3321']",,MED
1000,landslide/landslide.425/FAC,landslide.425.FAC,"rgb(88, 227, 127)",landslide.landslide.425.FAC,"['88.6116', '27.3321']",,FAC
1000,landslide/landslide.425/LOC,landslide.425.LOC,"rgb(88, 227, 127)",landslide.landslide.425.LOC,"['88.6116', '27.3321']",,LOC
1000,landslide/landslide.426,landslide.426,"rgb(154, 255, 255)",landslide.landslide.426,"['113.7537', '23.1291']",eastern and southern parts of China,Spot
1000,landslide/landslide.426/MED,landslide.426.MED,"rgb(88, 227, 127)",landslide.landslide.426.MED,"['113.7537', '23.1291']",,MED
1000,landslide/landslide.426/FAC,landslide.426.FAC,"rgb(88, 227, 127)",landslide.landslide.426.FAC,"['113.7537', '23.1291']",,FAC
1000,landslide/landslide.426/LOC,landslide.426.LOC,"rgb(88, 227, 127)",landslide.landslide.426.LOC,"['113.7537', '23.1291']",,LOC
1000,landslide/landslide.427,landslide.427,"rgb(154, 255, 255)",landslide.landslide.427,"['14.5500', '48.2000']",eastern Austria,Spot
1000,landslide/landslide.427/MED,landslide.427.MED,"rgb(88, 227, 127)",landslide.landslide.427.MED,"['14.5500', '48.2000']",,MED
1000,landslide/landslide.427/FAC,landslide.427.FAC,"rgb(88, 227, 127)",landslide.landslide.427.FAC,"['14.5500', '48.2000']",,FAC
1000,landslide/landslide.427/LOC,landslide.427.LOC,"rgb(88, 227, 127)",landslide.landslide.427.LOC,"['14.5500', '48.2000']",,LOC
1000,landslide/landslide.428,landslide.428,"rgb(154, 255, 255)",landslide.landslide.428,"['17.4400', '48.2100']",eastern basin of the largest central European,Spot
1000,landslide/landslide.428/MED,landslide.428.MED,"rgb(88, 227, 127)",landslide.landslide.428.MED,"['17.4400', '48.2100']",,MED
1000,landslide/landslide.428/FAC,landslide.428.FAC,"rgb(88, 227, 127)",landslide.landslide.428.FAC,"['17.4400', '48.2100']",,FAC
1000,landslide/landslide.428/LOC,landslide.428.LOC,"rgb(88, 227, 127)",landslide.landslide.428.LOC,"['17.4400', '48.2100']",,LOC
1000,landslide/landslide.429,landslide.429,"rgb(154, 255, 255)",landslide.landslide.429,"['37.2923', '40.4553']",Eastern Black Sea,Spot
1000,landslide/landslide.429/MED,landslide.429.MED,"rgb(88, 227, 127)",landslide.landslide.429.MED,"['37.2923', '40.4553']",,MED
1000,landslide/landslide.429/FAC,landslide.429.FAC,"rgb(88, 227, 127)",landslide.landslide.429.FAC,"['37.2923', '40.4553']",,FAC
1000,landslide/landslide.429/LOC,landslide.429.LOC,"rgb(88, 227, 127)",landslide.landslide.429.LOC,"['37.2923', '40.4553']",,LOC
1000,landslide/landslide.430,landslide.430,"rgb(154, 255, 255)",landslide.landslide.430,"['38.7857', '41.1553']",Eastern Black Sea region of Turkey,Spot
1000,landslide/landslide.430/MED,landslide.430.MED,"rgb(88, 227, 127)",landslide.landslide.430.MED,"['38.7857', '41.1553']",,MED
1000,landslide/landslide.430/FAC,landslide.430.FAC,"rgb(88, 227, 127)",landslide.landslide.430.FAC,"['38.7857', '41.1553']",,FAC
1000,landslide/landslide.430/LOC,landslide.430.LOC,"rgb(88, 227, 127)",landslide.landslide.430.LOC,"['38.7857', '41.1553']",,LOC
1000,landslide/landslide.431,landslide.431,"rgb(154, 255, 255)",landslide.landslide.431,"['101.6800', '33.9500']",eastern boundary of the Tibetan Plateau,Spot
1000,landslide/landslide.431/MED,landslide.431.MED,"rgb(88, 227, 127)",landslide.landslide.431.MED,"['101.6800', '33.9500']",,MED
1000,landslide/landslide.431/FAC,landslide.431.FAC,"rgb(88, 227, 127)",landslide.landslide.431.FAC,"['101.6800', '33.9500']",,FAC
1000,landslide/landslide.431/LOC,landslide.431.LOC,"rgb(88, 227, 127)",landslide.landslide.431.LOC,"['101.6800', '33.9500']",,LOC
1000,landslide/landslide.432,landslide.432,"rgb(154, 255, 255)",landslide.landslide.432,"['108.3667', '22.7614']",eastern Chengfeng,Spot
1000,landslide/landslide.432/MED,landslide.432.MED,"rgb(88, 227, 127)",landslide.landslide.432.MED,"['108.3667', '22.7614']",,MED
1000,landslide/landslide.432/FAC,landslide.432.FAC,"rgb(88, 227, 127)",landslide.landslide.432.FAC,"['108.3667', '22.7614']",,FAC
1000,landslide/landslide.432/LOC,landslide.432.LOC,"rgb(88, 227, 127)",landslide.landslide.432.LOC,"['108.3667', '22.7614']",,LOC
1000,landslide/landslide.433,landslide.433,"rgb(154, 255, 255)",landslide.landslide.433,"['121.4737', '31.2304']",eastern coast of China,Spot
1000,landslide/landslide.433/MED,landslide.433.MED,"rgb(88, 227, 127)",landslide.landslide.433.MED,"['121.4737', '31.2304']",,MED
1000,landslide/landslide.433/FAC,landslide.433.FAC,"rgb(88, 227, 127)",landslide.landslide.433.FAC,"['121.4737', '31.2304']",,FAC
1000,landslide/landslide.433/LOC,landslide.433.LOC,"rgb(88, 227, 127)",landslide.landslide.433.LOC,"['121.4737', '31.2304']",,LOC
