size,path,id,color,name,coordinates,description,type
1000,landslide/landslide.5,landslide.5,"rgb(154, 255, 255)",landslide.landslide.5,"['38.1317', '9.9378']",Aba Libanos area in Northwestern Ethiopia,Spot
1000,landslide/landslide.5/MED,landslide.5.MED,"rgb(88, 227, 127)",landslide.landslide.5.MED,"['38.1317', '9.9378']",,MED
1000,landslide/landslide.5/FAC,landslide.5.FAC,"rgb(88, 227, 127)",landslide.landslide.5.FAC,"['38.1317', '9.9378']",,FAC
1000,landslide/landslide.5/LOC,landslide.5.LOC,"rgb(88, 227, 127)",landslide.landslide.5.LOC,"['38.1317', '9.9378']",,LOC
1000,landslide/landslide.6,landslide.6,"rgb(154, 255, 255)",landslide.landslide.6,"['37.4031', '11.7990']",Abay Gorge near Dejen,Spot
1000,landslide/landslide.6/MED,landslide.6.MED,"rgb(88, 227, 127)",landslide.landslide.6.MED,"['37.4031', '11.7990']",,MED
1000,landslide/landslide.6/FAC,landslide.6.FAC,"rgb(88, 227, 127)",landslide.landslide.6.FAC,"['37.4031', '11.7990']",,FAC
1000,landslide/landslide.6/LOC,landslide.6.LOC,"rgb(88, 227, 127)",landslide.landslide.6.LOC,"['37.4031', '11.7990']",,LOC
1000,landslide/landslide.7,landslide.7,"rgb(154, 255, 255)",landslide.landslide.7,"['73.2407', '34.1688']",Abbottabad,Spot
1000,landslide/landslide.7/MED,landslide.7.MED,"rgb(88, 227, 127)",landslide.landslide.7.MED,"['73.2407', '34.1688']",,MED
1000,landslide/landslide.7/FAC,landslide.7.FAC,"rgb(88, 227, 127)",landslide.landslide.7.FAC,"['73.2407', '34.1688']",,FAC
1000,landslide/landslide.7/LOC,landslide.7.LOC,"rgb(88, 227, 127)",landslide.landslide.7.LOC,"['73.2407', '34.1688']",,LOC
1000,landslide/landslide.8,landslide.8,"rgb(154, 255, 255)",landslide.landslide.8,"['34.9967', '14.4105']",Abe Barek,Spot
1000,landslide/landslide.8/MED,landslide.8.MED,"rgb(88, 227, 127)",landslide.landslide.8.MED,"['34.9967', '14.4105']",,MED
1000,landslide/landslide.8/FAC,landslide.8.FAC,"rgb(88, 227, 127)",landslide.landslide.8.FAC,"['34.9967', '14.4105']",,FAC
1000,landslide/landslide.8/LOC,landslide.8.LOC,"rgb(88, 227, 127)",landslide.landslide.8.LOC,"['34.9967', '14.4105']",,LOC
1000,landslide/landslide.9,landslide.9,"rgb(154, 255, 255)",landslide.landslide.9,"['13.6747', '42.3512']",Abruzzo,Spot
1000,landslide/landslide.9/MED,landslide.9.MED,"rgb(88, 227, 127)",landslide.landslide.9.MED,"['13.6747', '42.3512']",,MED
1000,landslide/landslide.9/FAC,landslide.9.FAC,"rgb(88, 227, 127)",landslide.landslide.9.FAC,"['13.6747', '42.3512']",,FAC
1000,landslide/landslide.9/LOC,landslide.9.LOC,"rgb(88, 227, 127)",landslide.landslide.9.LOC,"['13.6747', '42.3512']",,LOC
1000,landslide/landslide.10,landslide.10,"rgb(154, 255, 255)",landslide.landslide.10,"['21.6536', '38.1313']",Achaia Regional Unit located in Northern Peloponnese,Spot
1000,landslide/landslide.10/MED,landslide.10.MED,"rgb(88, 227, 127)",landslide.landslide.10.MED,"['21.6536', '38.1313']",,MED
1000,landslide/landslide.10/FAC,landslide.10.FAC,"rgb(88, 227, 127)",landslide.landslide.10.FAC,"['21.6536', '38.1313']",,FAC
1000,landslide/landslide.10/LOC,landslide.10.LOC,"rgb(88, 227, 127)",landslide.landslide.10.LOC,"['21.6536', '38.1313']",,LOC
1000,landslide/landslide.11,landslide.11,"rgb(154, 255, 255)",landslide.landslide.11,"['77.1025', '28.7041']",adjacent to the National Highways,Spot
1000,landslide/landslide.11/MED,landslide.11.MED,"rgb(88, 227, 127)",landslide.landslide.11.MED,"['77.1025', '28.7041']",,MED
1000,landslide/landslide.11/FAC,landslide.11.FAC,"rgb(88, 227, 127)",landslide.landslide.11.FAC,"['77.1025', '28.7041']",,FAC
1000,landslide/landslide.11/LOC,landslide.11.LOC,"rgb(88, 227, 127)",landslide.landslide.11.LOC,"['77.1025', '28.7041']",,LOC
1000,landslide/landslide.12,landslide.12,"rgb(154, 255, 255)",landslide.landslide.12,"['16.7187', '42.2596']",Adriatic coast,Spot
1000,landslide/landslide.12/MED,landslide.12.MED,"rgb(88, 227, 127)",landslide.landslide.12.MED,"['16.7187', '42.2596']",,MED
1000,landslide/landslide.12/FAC,landslide.12.FAC,"rgb(88, 227, 127)",landslide.landslide.12.FAC,"['16.7187', '42.2596']",,FAC
1000,landslide/landslide.12/LOC,landslide.12.LOC,"rgb(88, 227, 127)",landslide.landslide.12.LOC,"['16.7187', '42.2596']",,LOC
1000,landslide/landslide.13,landslide.13,"rgb(154, 255, 255)",landslide.landslide.13,"['17.1232', '40.6395']",Adriatic Coast of south Italy,Spot
1000,landslide/landslide.13/MED,landslide.13.MED,"rgb(88, 227, 127)",landslide.landslide.13.MED,"['17.1232', '40.6395']",,MED
1000,landslide/landslide.13/FAC,landslide.13.FAC,"rgb(88, 227, 127)",landslide.landslide.13.FAC,"['17.1232', '40.6395']",,FAC
1000,landslide/landslide.13/LOC,landslide.13.LOC,"rgb(88, 227, 127)",landslide.landslide.13.LOC,"['17.1232', '40.6395']",,LOC
1000,landslide/landslide.14,landslide.14,"rgb(154, 255, 255)",landslide.landslide.14,"['14.8498', '38.4693']",Aeolian Archipelago,Spot
1000,landslide/landslide.14/MED,landslide.14.MED,"rgb(88, 227, 127)",landslide.landslide.14.MED,"['14.8498', '38.4693']",,MED
1000,landslide/landslide.14/FAC,landslide.14.FAC,"rgb(88, 227, 127)",landslide.landslide.14.FAC,"['14.8498', '38.4693']",,FAC
1000,landslide/landslide.14/LOC,landslide.14.LOC,"rgb(88, 227, 127)",landslide.landslide.14.LOC,"['14.8498', '38.4693']",,LOC
1000,landslide/landslide.15,landslide.15,"rgb(154, 255, 255)",landslide.landslide.15,"['21.2911', '38.7205']",Aetolia - Acarnania and Evritania prefectures,Spot
1000,landslide/landslide.15/MED,landslide.15.MED,"rgb(88, 227, 127)",landslide.landslide.15.MED,"['21.2911', '38.7205']",,MED
1000,landslide/landslide.15/FAC,landslide.15.FAC,"rgb(88, 227, 127)",landslide.landslide.15.FAC,"['21.2911', '38.7205']",,FAC
1000,landslide/landslide.15/LOC,landslide.15.LOC,"rgb(88, 227, 127)",landslide.landslide.15.LOC,"['21.2911', '38.7205']",,LOC
1000,landslide/landslide.16,landslide.16,"rgb(154, 255, 255)",landslide.landslide.16,"['14.9333', '37.8219']",affluent of the Alcantara River,Spot
1000,landslide/landslide.16/MED,landslide.16.MED,"rgb(88, 227, 127)",landslide.landslide.16.MED,"['14.9333', '37.8219']",,MED
1000,landslide/landslide.16/FAC,landslide.16.FAC,"rgb(88, 227, 127)",landslide.landslide.16.FAC,"['14.9333', '37.8219']",,FAC
1000,landslide/landslide.16/LOC,landslide.16.LOC,"rgb(88, 227, 127)",landslide.landslide.16.LOC,"['14.9333', '37.8219']",,LOC
1000,landslide/landslide.17,landslide.17,"rgb(154, 255, 255)",landslide.landslide.17,"['66.2385', '33.9391']",Afghanistan,Spot
1000,landslide/landslide.17/MED,landslide.17.MED,"rgb(88, 227, 127)",landslide.landslide.17.MED,"['66.2385', '33.9391']",,MED
1000,landslide/landslide.17/FAC,landslide.17.FAC,"rgb(88, 227, 127)",landslide.landslide.17.FAC,"['66.2385', '33.9391']",,FAC
1000,landslide/landslide.17/LOC,landslide.17.LOC,"rgb(88, 227, 127)",landslide.landslide.17.LOC,"['66.2385', '33.9391']",,LOC
1000,landslide/landslide.18,landslide.18,"rgb(154, 255, 255)",landslide.landslide.18,"['17.3660', '8.7832']",Africa,Spot
1000,landslide/landslide.18/MED,landslide.18.MED,"rgb(88, 227, 127)",landslide.landslide.18.MED,"['17.3660', '8.7832']",,MED
1000,landslide/landslide.18/FAC,landslide.18.FAC,"rgb(88, 227, 127)",landslide.landslide.18.FAC,"['17.3660', '8.7832']",,FAC
1000,landslide/landslide.18/LOC,landslide.18.LOC,"rgb(88, 227, 127)",landslide.landslide.18.LOC,"['17.3660', '8.7832']",,LOC
1000,landslide/landslide.19,landslide.19,"rgb(154, 255, 255)",landslide.landslide.19,"['9.6304', '30.4202']",Agadir Ida - Ou - Tanane province,Spot
1000,landslide/landslide.19/MED,landslide.19.MED,"rgb(88, 227, 127)",landslide.landslide.19.MED,"['9.6304', '30.4202']",,MED
1000,landslide/landslide.19/FAC,landslide.19.FAC,"rgb(88, 227, 127)",landslide.landslide.19.FAC,"['9.6304', '30.4202']",,FAC
1000,landslide/landslide.19/LOC,landslide.19.LOC,"rgb(88, 227, 127)",landslide.landslide.19.LOC,"['9.6304', '30.4202']",,LOC
1000,landslide/landslide.20,landslide.20,"rgb(154, 255, 255)",landslide.landslide.20,"['14.5233', '41.5833']",Agnone,Spot
1000,landslide/landslide.20/MED,landslide.20.MED,"rgb(88, 227, 127)",landslide.landslide.20.MED,"['14.5233', '41.5833']",,MED
1000,landslide/landslide.20/FAC,landslide.20.FAC,"rgb(88, 227, 127)",landslide.landslide.20.FAC,"['14.5233', '41.5833']",,FAC
1000,landslide/landslide.20/LOC,landslide.20.LOC,"rgb(88, 227, 127)",landslide.landslide.20.LOC,"['14.5233', '41.5833']",,LOC
1000,landslide/landslide.21,landslide.21,"rgb(154, 255, 255)",landslide.landslide.21,"['146.7265', '-41.1211']",Agnus Creek valley,Spot
1000,landslide/landslide.21/MED,landslide.21.MED,"rgb(88, 227, 127)",landslide.landslide.21.MED,"['146.7265', '-41.1211']",,MED
1000,landslide/landslide.21/FAC,landslide.21.FAC,"rgb(88, 227, 127)",landslide.landslide.21.FAC,"['146.7265', '-41.1211']",,FAC
1000,landslide/landslide.21/LOC,landslide.21.LOC,"rgb(88, 227, 127)",landslide.landslide.21.LOC,"['146.7265', '-41.1211']",,LOC
1000,landslide/landslide.22,landslide.22,"rgb(154, 255, 255)",landslide.landslide.22,"['5.5311', '5.5060']",Ago District,Spot
1000,landslide/landslide.22/MED,landslide.22.MED,"rgb(88, 227, 127)",landslide.landslide.22.MED,"['5.5311', '5.5060']",,MED
1000,landslide/landslide.22/FAC,landslide.22.FAC,"rgb(88, 227, 127)",landslide.landslide.22.FAC,"['5.5311', '5.5060']",,FAC
1000,landslide/landslide.22/LOC,landslide.22.LOC,"rgb(88, 227, 127)",landslide.landslide.22.LOC,"['5.5311', '5.5060']",,LOC
1000,landslide/landslide.23,landslide.23,"rgb(154, 255, 255)",landslide.landslide.23,"['72.7833', '34.0192']",AH - 1,Spot
1000,landslide/landslide.23/MED,landslide.23.MED,"rgb(88, 227, 127)",landslide.landslide.23.MED,"['72.7833', '34.0192']",,MED
1000,landslide/landslide.23/FAC,landslide.23.FAC,"rgb(88, 227, 127)",landslide.landslide.23.FAC,"['72.7833', '34.0192']",,FAC
1000,landslide/landslide.23/LOC,landslide.23.LOC,"rgb(88, 227, 127)",landslide.landslide.23.LOC,"['72.7833', '34.0192']",,LOC
1000,landslide/landslide.24,landslide.24,"rgb(154, 255, 255)",landslide.landslide.24,"['74.1280', '34.1271']",AH - 2,Spot
1000,landslide/landslide.24/MED,landslide.24.MED,"rgb(88, 227, 127)",landslide.landslide.24.MED,"['74.1280', '34.1271']",,MED
1000,landslide/landslide.24/FAC,landslide.24.FAC,"rgb(88, 227, 127)",landslide.landslide.24.FAC,"['74.1280', '34.1271']",,FAC
1000,landslide/landslide.24/LOC,landslide.24.LOC,"rgb(88, 227, 127)",landslide.landslide.24.LOC,"['74.1280', '34.1271']",,LOC
1000,landslide/landslide.25,landslide.25,"rgb(154, 255, 255)",landslide.landslide.25,"['72.7833', '34.0192']",AH48,Spot
1000,landslide/landslide.25/MED,landslide.25.MED,"rgb(88, 227, 127)",landslide.landslide.25.MED,"['72.7833', '34.0192']",,MED
1000,landslide/landslide.25/FAC,landslide.25.FAC,"rgb(88, 227, 127)",landslide.landslide.25.FAC,"['72.7833', '34.0192']",,FAC
1000,landslide/landslide.25/LOC,landslide.25.LOC,"rgb(88, 227, 127)",landslide.landslide.25.LOC,"['72.7833', '34.0192']",,LOC
1000,landslide/landslide.26,landslide.26,"rgb(154, 255, 255)",landslide.landslide.26,"['35.7516', '32.3335']",Ajloun and Jerash governorates in Jordan,Spot
1000,landslide/landslide.26/MED,landslide.26.MED,"rgb(88, 227, 127)",landslide.landslide.26.MED,"['35.7516', '32.3335']",,MED
1000,landslide/landslide.26/FAC,landslide.26.FAC,"rgb(88, 227, 127)",landslide.landslide.26.FAC,"['35.7516', '32.3335']",,FAC
1000,landslide/landslide.26/LOC,landslide.26.LOC,"rgb(88, 227, 127)",landslide.landslide.26.LOC,"['35.7516', '32.3335']",,LOC
1000,landslide/landslide.27,landslide.27,"rgb(154, 255, 255)",landslide.landslide.27,"['138.1875', '35.6595']",Akaishi Mountains,Spot
1000,landslide/landslide.27/MED,landslide.27.MED,"rgb(88, 227, 127)",landslide.landslide.27.MED,"['138.1875', '35.6595']",,MED
1000,landslide/landslide.27/FAC,landslide.27.FAC,"rgb(88, 227, 127)",landslide.landslide.27.FAC,"['138.1875', '35.6595']",,FAC
1000,landslide/landslide.27/LOC,landslide.27.LOC,"rgb(88, 227, 127)",landslide.landslide.27.LOC,"['138.1875', '35.6595']",,LOC
1000,landslide/landslide.28,landslide.28,"rgb(154, 255, 255)",landslide.landslide.28,"['-3.9492', '35.0527']",Aknoul region in the Rif,Spot
1000,landslide/landslide.28/MED,landslide.28.MED,"rgb(88, 227, 127)",landslide.landslide.28.MED,"['-3.9492', '35.0527']",,MED
1000,landslide/landslide.28/FAC,landslide.28.FAC,"rgb(88, 227, 127)",landslide.landslide.28.FAC,"['-3.9492', '35.0527']",,FAC
1000,landslide/landslide.28/LOC,landslide.28.LOC,"rgb(88, 227, 127)",landslide.landslide.28.LOC,"['-3.9492', '35.0527']",,LOC
1000,landslide/landslide.29,landslide.29,"rgb(154, 255, 255)",landslide.landslide.29,"['35.1400', '32.0986']",Al - Hasher,Spot
1000,landslide/landslide.29/MED,landslide.29.MED,"rgb(88, 227, 127)",landslide.landslide.29.MED,"['35.1400', '32.0986']",,MED
1000,landslide/landslide.29/FAC,landslide.29.FAC,"rgb(88, 227, 127)",landslide.landslide.29.FAC,"['35.1400', '32.0986']",,FAC
1000,landslide/landslide.29/LOC,landslide.29.LOC,"rgb(88, 227, 127)",landslide.landslide.29.LOC,"['35.1400', '32.0986']",,LOC
1000,landslide/landslide.30,landslide.30,"rgb(154, 255, 255)",landslide.landslide.30,"['-84.0926', '10.0159']",Alajuela,Spot
1000,landslide/landslide.30/MED,landslide.30.MED,"rgb(88, 227, 127)",landslide.landslide.30.MED,"['-84.0926', '10.0159']",,MED
1000,landslide/landslide.30/FAC,landslide.30.FAC,"rgb(88, 227, 127)",landslide.landslide.30.FAC,"['-84.0926', '10.0159']",,FAC
1000,landslide/landslide.30/LOC,landslide.30.LOC,"rgb(88, 227, 127)",landslide.landslide.30.LOC,"['-84.0926', '10.0159']",,LOC
1000,landslide/landslide.31,landslide.31,"rgb(154, 255, 255)",landslide.landslide.31,"['106.7290', '32.9829']",Alamout basin,Spot
1000,landslide/landslide.31/MED,landslide.31.MED,"rgb(88, 227, 127)",landslide.landslide.31.MED,"['106.7290', '32.9829']",,MED
1000,landslide/landslide.31/FAC,landslide.31.FAC,"rgb(88, 227, 127)",landslide.landslide.31.FAC,"['106.7290', '32.9829']",,FAC
1000,landslide/landslide.31/LOC,landslide.31.LOC,"rgb(88, 227, 127)",landslide.landslide.31.LOC,"['106.7290', '32.9829']",,LOC
1000,landslide/landslide.32,landslide.32,"rgb(154, 255, 255)",landslide.landslide.32,"['50.2201', '36.5486']",Alamut watershed,Spot
1000,landslide/landslide.32/MED,landslide.32.MED,"rgb(88, 227, 127)",landslide.landslide.32.MED,"['50.2201', '36.5486']",,MED
1000,landslide/landslide.32/FAC,landslide.32.FAC,"rgb(88, 227, 127)",landslide.landslide.32.FAC,"['50.2201', '36.5486']",,FAC
1000,landslide/landslide.32/LOC,landslide.32.LOC,"rgb(88, 227, 127)",landslide.landslide.32.LOC,"['50.2201', '36.5486']",,LOC
1000,landslide/landslide.33,landslide.33,"rgb(154, 255, 255)",landslide.landslide.33,"['51.4667', '35.9931']",Alborz Mountain Belt,Spot
1000,landslide/landslide.33/MED,landslide.33.MED,"rgb(88, 227, 127)",landslide.landslide.33.MED,"['51.4667', '35.9931']",,MED
1000,landslide/landslide.33/FAC,landslide.33.FAC,"rgb(88, 227, 127)",landslide.landslide.33.FAC,"['51.4667', '35.9931']",,FAC
1000,landslide/landslide.33/LOC,landslide.33.LOC,"rgb(88, 227, 127)",landslide.landslide.33.LOC,"['51.4667', '35.9931']",,LOC
1000,landslide/landslide.34,landslide.34,"rgb(154, 255, 255)",landslide.landslide.34,"['-0.6171', '38.6910']",Alcoy,Spot
1000,landslide/landslide.34/MED,landslide.34.MED,"rgb(88, 227, 127)",landslide.landslide.34.MED,"['-0.6171', '38.6910']",,MED
1000,landslide/landslide.34/FAC,landslide.34.FAC,"rgb(88, 227, 127)",landslide.landslide.34.FAC,"['-0.6171', '38.6910']",,FAC
1000,landslide/landslide.34/LOC,landslide.34.LOC,"rgb(88, 227, 127)",landslide.landslide.34.LOC,"['-0.6171', '38.6910']",,LOC
1000,landslide/landslide.35,landslide.35,"rgb(154, 255, 255)",landslide.landslide.35,"['2.6329', '28.0339']",Algeria,Spot
1000,landslide/landslide.35/MED,landslide.35.MED,"rgb(88, 227, 127)",landslide.landslide.35.MED,"['2.6329', '28.0339']",,MED
1000,landslide/landslide.35/FAC,landslide.35.FAC,"rgb(88, 227, 127)",landslide.landslide.35.FAC,"['2.6329', '28.0339']",,FAC
1000,landslide/landslide.35/LOC,landslide.35.LOC,"rgb(88, 227, 127)",landslide.landslide.35.LOC,"['2.6329', '28.0339']",,LOC
1000,landslide/landslide.36,landslide.36,"rgb(154, 255, 255)",landslide.landslide.36,"['3.0588', '36.7372']",Algiers,Spot
1000,landslide/landslide.36/MED,landslide.36.MED,"rgb(88, 227, 127)",landslide.landslide.36.MED,"['3.0588', '36.7372']",,MED
1000,landslide/landslide.36/FAC,landslide.36.FAC,"rgb(88, 227, 127)",landslide.landslide.36.FAC,"['3.0588', '36.7372']",,FAC
1000,landslide/landslide.36/LOC,landslide.36.LOC,"rgb(88, 227, 127)",landslide.landslide.36.LOC,"['3.0588', '36.7372']",,LOC
1000,landslide/landslide.37,landslide.37,"rgb(154, 255, 255)",landslide.landslide.37,"['3.2935', '36.8402']",Algiers Sahel,Spot
1000,landslide/landslide.37/MED,landslide.37.MED,"rgb(88, 227, 127)",landslide.landslide.37.MED,"['3.2935', '36.8402']",,MED
1000,landslide/landslide.37/FAC,landslide.37.FAC,"rgb(88, 227, 127)",landslide.landslide.37.FAC,"['3.2935', '36.8402']",,FAC
1000,landslide/landslide.37/LOC,landslide.37.LOC,"rgb(88, 227, 127)",landslide.landslide.37.LOC,"['3.2935', '36.8402']",,LOC
1000,landslide/landslide.38,landslide.38,"rgb(154, 255, 255)",landslide.landslide.38,"['-0.4907', '38.3452']",Alicante,Spot
1000,landslide/landslide.38/MED,landslide.38.MED,"rgb(88, 227, 127)",landslide.landslide.38.MED,"['-0.4907', '38.3452']",,MED
1000,landslide/landslide.38/FAC,landslide.38.FAC,"rgb(88, 227, 127)",landslide.landslide.38.FAC,"['-0.4907', '38.3452']",,FAC
1000,landslide/landslide.38/LOC,landslide.38.LOC,"rgb(88, 227, 127)",landslide.landslide.38.LOC,"['-0.4907', '38.3452']",,LOC
1000,landslide/landslide.39,landslide.39,"rgb(154, 255, 255)",landslide.landslide.39,"['120.7184', '23.5116']",Alishan D098 sub-basin,Spot
1000,landslide/landslide.39/MED,landslide.39.MED,"rgb(88, 227, 127)",landslide.landslide.39.MED,"['120.7184', '23.5116']",,MED
1000,landslide/landslide.39/FAC,landslide.39.FAC,"rgb(88, 227, 127)",landslide.landslide.39.FAC,"['120.7184', '23.5116']",,FAC
1000,landslide/landslide.39/LOC,landslide.39.LOC,"rgb(88, 227, 127)",landslide.landslide.39.LOC,"['120.7184', '23.5116']",,LOC
1000,landslide/landslide.40,landslide.40,"rgb(154, 255, 255)",landslide.landslide.40,"['120.7879', '23.4973']",Alishan River in southern Taiwan,Spot
1000,landslide/landslide.40/MED,landslide.40.MED,"rgb(88, 227, 127)",landslide.landslide.40.MED,"['120.7879', '23.4973']",,MED
1000,landslide/landslide.40/FAC,landslide.40.FAC,"rgb(88, 227, 127)",landslide.landslide.40.FAC,"['120.7879', '23.4973']",,FAC
1000,landslide/landslide.40/LOC,landslide.40.LOC,"rgb(88, 227, 127)",landslide.landslide.40.LOC,"['120.7879', '23.4973']",,LOC
1000,landslide/landslide.41,landslide.41,"rgb(154, 255, 255)",landslide.landslide.41,"['79.6667', '29.6000']",Almora district,Spot
1000,landslide/landslide.41/MED,landslide.41.MED,"rgb(88, 227, 127)",landslide.landslide.41.MED,"['79.6667', '29.6000']",,MED
1000,landslide/landslide.41/FAC,landslide.41.FAC,"rgb(88, 227, 127)",landslide.landslide.41.FAC,"['79.6667', '29.6000']",,FAC
1000,landslide/landslide.41/LOC,landslide.41.LOC,"rgb(88, 227, 127)",landslide.landslide.41.LOC,"['79.6667', '29.6000']",,LOC
1000,landslide/landslide.42,landslide.42,"rgb(154, 255, 255)",landslide.landslide.42,"['79.0193', '30.0668']",along road corridors in the Indian Himalayas,Spot
1000,landslide/landslide.42/MED,landslide.42.MED,"rgb(88, 227, 127)",landslide.landslide.42.MED,"['79.0193', '30.0668']",,MED
1000,landslide/landslide.42/FAC,landslide.42.FAC,"rgb(88, 227, 127)",landslide.landslide.42.FAC,"['79.0193', '30.0668']",,FAC
1000,landslide/landslide.42/LOC,landslide.42.LOC,"rgb(88, 227, 127)",landslide.landslide.42.LOC,"['79.0193', '30.0668']",,LOC
1000,landslide/landslide.43,landslide.43,"rgb(154, 255, 255)",landslide.landslide.43,"['104.3586', '33.7856']",alpine - canyon region of Zhouqu,Spot
1000,landslide/landslide.43/MED,landslide.43.MED,"rgb(88, 227, 127)",landslide.landslide.43.MED,"['104.3586', '33.7856']",,MED
1000,landslide/landslide.43/FAC,landslide.43.FAC,"rgb(88, 227, 127)",landslide.landslide.43.FAC,"['104.3586', '33.7856']",,FAC
1000,landslide/landslide.43/LOC,landslide.43.LOC,"rgb(88, 227, 127)",landslide.landslide.43.LOC,"['104.3586', '33.7856']",,LOC
1000,landslide/landslide.44,landslide.44,"rgb(154, 255, 255)",landslide.landslide.44,"['10.4515', '46.2322']",Alpine regions of northern Italy,Spot
1000,landslide/landslide.44/MED,landslide.44.MED,"rgb(88, 227, 127)",landslide.landslide.44.MED,"['10.4515', '46.2322']",,MED
1000,landslide/landslide.44/FAC,landslide.44.FAC,"rgb(88, 227, 127)",landslide.landslide.44.FAC,"['10.4515', '46.2322']",,FAC
1000,landslide/landslide.44/LOC,landslide.44.LOC,"rgb(88, 227, 127)",landslide.landslide.44.LOC,"['10.4515', '46.2322']",,LOC
1000,landslide/landslide.45,landslide.45,"rgb(154, 255, 255)",landslide.landslide.45,"['10.0', '45.0']",Alpine sector,Spot
1000,landslide/landslide.45/MED,landslide.45.MED,"rgb(88, 227, 127)",landslide.landslide.45.MED,"['10.0', '45.0']",,MED
1000,landslide/landslide.45/FAC,landslide.45.FAC,"rgb(88, 227, 127)",landslide.landslide.45.FAC,"['10.0', '45.0']",,FAC
1000,landslide/landslide.45/LOC,landslide.45.LOC,"rgb(88, 227, 127)",landslide.landslide.45.LOC,"['10.0', '45.0']",,LOC
1000,landslide/landslide.46,landslide.46,"rgb(154, 255, 255)",landslide.landslide.46,"['7.7964', '45.9458']",Alps,Spot
1000,landslide/landslide.46/MED,landslide.46.MED,"rgb(88, 227, 127)",landslide.landslide.46.MED,"['7.7964', '45.9458']",,MED
1000,landslide/landslide.46/FAC,landslide.46.FAC,"rgb(88, 227, 127)",landslide.landslide.46.FAC,"['7.7964', '45.9458']",,FAC
1000,landslide/landslide.46/LOC,landslide.46.LOC,"rgb(88, 227, 127)",landslide.landslide.46.LOC,"['7.7964', '45.9458']",,LOC
1000,landslide/landslide.47,landslide.47,"rgb(154, 255, 255)",landslide.landslide.47,"['128.1816', '3.6956']",Ambon,Spot
1000,landslide/landslide.47/MED,landslide.47.MED,"rgb(88, 227, 127)",landslide.landslide.47.MED,"['128.1816', '3.6956']",,MED
1000,landslide/landslide.47/FAC,landslide.47.FAC,"rgb(88, 227, 127)",landslide.landslide.47.FAC,"['128.1816', '3.6956']",,FAC
1000,landslide/landslide.47/LOC,landslide.47.LOC,"rgb(88, 227, 127)",landslide.landslide.47.LOC,"['128.1816', '3.6956']",,LOC
