size,path,id,color,name,entityID,order,s_height,height,guid,ground_lev,rise_by,level,coordinates
1000,city/house/house.72,house.72,"rgb(189, 186, 0)",,c80bc239-1369-4d87-b9e1-aaf6f99ad3f7,1.0,0.0,6.0,bd5d0bc5-ca05-49df-9e19-94cbbec3ee6a,Raise or lower,6.0,0.0,"[[[119.97520180773799, 30.522499059540657], [119.97537316946818, 30.52252270593989], [119.9753944355679, 30.522405557657773], [119.9752235337478, 30.522382134278566], [119.97520180773799, 30.522499059540657]]]"
1000,city/house/house.73,house.73,"rgb(189, 186, 0)",,cb36c54e-06aa-4b56-a640-f83b7348cd12,1.0,0.0,5.0,2b532db6-f2f8-43df-a48d-7ce41f6b96f6,Raise or lower,5.0,0.0,"[[[119.9736853296543, 30.520199761787012], [119.97369062046656, 30.520366826089493], [119.97376839359139, 30.520365554333193], [119.97376357108314, 30.520197692489297], [119.9736853296543, 30.520199761787012]]]"
1000,city/house/house.74,house.74,"rgb(189, 186, 0)",,cc73a8fe-d7a1-44e0-933a-7ce403273033,1.0,0.0,4.0,5a82c09b-4d7e-4ed9-9e79-0c7963705df0,Raise or lower,4.0,0.0,"[[[119.973353723184, 30.52074203830153], [119.9733566549636, 30.520796290092], [119.97338879256836, 30.52079525821889], [119.97338545424584, 30.520740903141487], [119.973353723184, 30.52074203830153]]]"
1000,city/house/house.75,house.75,"rgb(255, 183, 0)",A区10栋,cc9883a3-b529-4e3d-b30c-721112aaadd3,1.0,0.0,18.0,192b211b-560a-41b7-bda2-e4427b0cf353,Raise or lower,18.0,0.0,"[[[119.97527240211153, 30.523354450330306], [119.9753223672609, 30.52308592254724], [119.97510815217011, 30.523055163398304], [119.9750579487998, 30.523325049926136], [119.97527240211153, 30.523354450330306]]]"
1000,city/house/house.76,house.76,"rgb(189, 186, 0)",,d412e613-6c79-4377-ba3b-5cbedcaa8948,1.0,0.0,4.0,d227f1a3-0ac4-4c12-822f-5dba9d903012,Raise or lower,4.0,0.0,"[[[119.97316646297962, 30.52078638337167], [119.9731983422746, 30.52078742911447], [119.97320117461732, 30.520733564668777], [119.97316951759801, 30.520732141114166], [119.97316646297962, 30.52078638337167]]]"
1000,city/house/house.77,house.77,"rgb(189, 186, 0)",,d419542b-5b58-48be-ac70-25f5b3328a99,1.0,0.0,8.0,a3638413-37ce-48e2-b2eb-b67c2d3b93b1,Raise or lower,8.0,0.0,"[[[119.9746640306514, 30.521191872387618], [119.97465703815676, 30.520961173382982], [119.97457983213603, 30.520962912608727], [119.97458672992644, 30.521193670622583], [119.9746640306514, 30.521191872387618]]]"
1000,city/house/house.78,house.78,"rgb(255, 183, 0)",A区13栋,d5396a57-159c-4365-a51a-e7fb2d04d604,1.0,0.0,57.0,714993a1-aa8f-4e43-9d3c-95c7d7277ce5,Raise or lower,57.0,0.0,"[[[119.97582236636656, 30.52315826896903], [119.97547407212713, 30.523108092304476], [119.97542396173888, 30.523386158095306], [119.97577288189702, 30.523434273001577], [119.97582236636656, 30.52315826896903]]]"
1000,city/house/house.79,house.79,"rgb(189, 186, 0)",,d802d433-7833-4ba7-85d0-a13099ed1f63,1.0,0.0,8.0,e8dce942-959b-463f-a3b3-56d84b50c1a2,Raise or lower,8.0,0.0,"[[[119.97448125871675, 30.521497981843357], [119.97455948294899, 30.521497481779583], [119.9745520486047, 30.52123062537951], [119.97447300395673, 30.521232516638154], [119.97448125871675, 30.521497981843357]]]"
1000,city/house/house.80,house.80,"rgb(189, 186, 0)",,da845922-f2ab-44d9-a949-20cd13f2e51a,1.0,0.0,8.0,2bc7e244-0b57-4c6c-b756-2be57b3878c1,Raise or lower,8.0,0.0,"[[[119.97505699104548, 30.521071430479058], [119.9750685064067, 30.52100554752641], [119.97487862952329, 30.520981791675805], [119.97486775350198, 30.52104755137159], [119.97505699104548, 30.521071430479058]]]"
1000,city/house/house.81,house.81,"rgb(255, 183, 0)",国遥大厦3栋,e05f2313-327e-4028-be50-b0ae9022aefd,1.0,0.0,54.0,fba67345-6c1f-45bb-81a4-965f71aaed35,Raise or lower,54.0,0.0,"[[[119.97655031776551, 30.52260581751571], [119.97649246344469, 30.522894484656806], [119.97683656553893, 30.522939940321375], [119.97688736265712, 30.522651627704274], [119.97655031776551, 30.52260581751571]]]"
1000,city/house/house.82,house.82,"rgb(189, 186, 0)",,e10978e6-5777-4b09-a7e9-398647650bc1,1.0,0.0,4.0,ee5940c9-c941-4e0f-a9c7-8e51dbcba546,Raise or lower,4.0,0.0,"[[[119.97510286560642, 30.52135322898624], [119.97504200854628, 30.52134480475277], [119.97499968584411, 30.52157042243134], [119.97506056870972, 30.52157903782315], [119.97510286560642, 30.52135322898624]]]"
1000,city/house/house.83,house.83,"rgb(255, 183, 0)",1号楼-德清市居公寓（在建）,e1208654-96a5-4c8f-890f-cfb823a5789f,1.0,0.0,8.0,86984bad-02ca-474f-95bb-24534829b255,Raise or lower,8.0,0.0,"[[[119.97515141248425, 30.52236156033917], [119.97515899692777, 30.522278550585785], [119.97492181157497, 30.52226418370578], [119.97491534521241, 30.522346347880795], [119.97515141248425, 30.52236156033917]]]"
1000,city/house/house.84,house.84,"rgb(189, 186, 0)",,e5a9e2a3-4aba-492a-b039-bb1bac854285,1.0,0.0,5.0,5ba28393-cb02-4240-87ca-14e23553c743,Raise or lower,5.0,0.0,"[[[119.97521799632594, 30.52090348564344], [119.97513035874769, 30.520891426541265], [119.97511641727057, 30.520972479342348], [119.9752029295809, 30.520984519353615], [119.97521799632594, 30.52090348564344]]]"
1000,city/house/house.85,house.85,"rgb(255, 183, 0)",A区12栋-中海达,e6a87763-16ae-43c4-a59d-8bc3e04dfc0f,1.0,0.0,57.0,03aaead5-1cc9-4686-971c-19559549eb90,Raise or lower,57.0,0.0,"[[[119.97569332196272, 30.52388608399651], [119.97574082254965, 30.523605058632594], [119.9753909103629, 30.523556426081647], [119.97534087476677, 30.523835619419273], [119.97569332196272, 30.52388608399651]]]"
1000,city/house/house.86,house.86,"rgb(189, 186, 0)",,ebca3656-daf6-4b18-b598-a6183bfdb669,1.0,0.0,4.0,c1ec6a9b-ba5e-40c1-8c71-92643dc45083,Raise or lower,4.0,0.0,"[[[119.97513806846828, 30.521177576028823], [119.97517267468976, 30.52098046151752], [119.97511257447871, 30.520971934735698], [119.97507721990762, 30.52117014363556], [119.97513806846828, 30.521177576028823]]]"
1000,city/house/house.87,house.87,"rgb(255, 183, 0)",A区26栋-地信小镇人民法庭,ebdc96ec-32e9-4d12-af8a-22724fdf96e7,1.0,0.0,57.0,780f6947-21db-4f7e-bb57-bbc629596d1b,Raise or lower,57.0,0.0,"[[[119.97609817657703, 30.521636385297466], [119.97576012982135, 30.521590415945543], [119.97570534057537, 30.521874620575723], [119.97604552979173, 30.521921328629457], [119.97609817657703, 30.521636385297466]]]"
1000,city/house/house.88,house.88,"rgb(189, 186, 0)",,efbb4887-1719-4985-8fb1-e213f8d92885,1.0,0.0,6.0,712d0cb6-48fd-46da-aad3-5fc4774f2a16,Raise or lower,6.0,0.0,"[[[119.97415533278203, 30.52212341434417], [119.97415555777495, 30.52215650585097], [119.97417649363452, 30.522156478368057], [119.97417595668277, 30.522123112743554], [119.97415533278203, 30.52212341434417]]]"
1000,city/house/house.89,house.89,"rgb(189, 186, 0)",,f5245073-7f33-433c-a203-706aa04ed5c9,1.0,0.0,8.0,348da2e3-81ee-4c24-9a86-e6aebb28abf5,Raise or lower,8.0,0.0,"[[[119.97422929278342, 30.522162628229825], [119.97450051889996, 30.522160365596722], [119.97450037065441, 30.52209011301081], [119.97422871810654, 30.522089765988454], [119.97422929278342, 30.522162628229825]]]"
1000,city/house/house.90,house.90,"rgb(189, 186, 0)",,f95da0f9-33f8-430d-b0cb-e92c11b2eebe,1.0,0.0,4.0,4c3b7f22-4ec5-49eb-b1af-834103c1fc4e,Raise or lower,4.0,0.0,"[[[119.97453114665865, 30.522276144643946], [119.9745317024497, 30.52216505558491], [119.97445171293556, 30.522165790665834], [119.97445248453523, 30.52227632182294], [119.97453114665865, 30.522276144643946]]]"
1000,city/house/house.91,house.91,"rgb(189, 186, 0)",,fbd516f1-21e9-4794-9442-70540be2f993,1.0,0.0,8.0,46e46b93-d154-452c-936b-2f9e12a2d4c5,Raise or lower,8.0,0.0,"[[[119.97482409040231, 30.521889995605342], [119.9749007068472, 30.521901603226084], [119.9749213130642, 30.521797425720084], [119.97484507847166, 30.521786091536274], [119.97482409040231, 30.521889995605342]]]"
1000,city/house/house.92,house.92,"rgb(189, 186, 0)",,fdf63228-c865-45e8-be04-ec1695c19012,1.0,0.0,4.0,db146b56-73f0-486e-82fe-fcecd293c73a,Raise or lower,4.0,0.0,"[[[119.97333329932532, 30.520739085708435], [119.97330121206241, 30.52074184896204], [119.97330736944656, 30.52079591269902], [119.97333916283652, 30.520793460408015], [119.97333329932532, 30.520739085708435]]]"
1000,city/house/house.93,house.93,"rgb(255, 183, 0)",A区5栋,ff006068-29d4-4ee1-8f59-9d81bae2f3ab,1.0,0.0,19.0,7e829867-a795-4d1d-9f29-6ffe0214d0b6,Raise or lower,19.0,0.0,"[[[119.97399584171343, 30.52318926301753], [119.97399499567214, 30.523461881919157], [119.9742113262864, 30.52346178863017], [119.97421161207888, 30.52318903347446], [119.97399584171343, 30.52318926301753]]]"
5000,city/manhole,manhole,"rgb(4, 0, 255)",井盖,,,,,,,,,
1000,city/manhole/manhole.0,manhole.0,"rgb(0, 208, 255)",manhole.0,1,,,,,,,,"[[[119.9764866, 30.5196826]]]"
1000,city/manhole/manhole.1,manhole.1,"rgb(0, 208, 255)",manhole.1,2,,,,,,,,"[[[119.97496, 30.5199321]]]"
1000,city/manhole/manhole.2,manhole.2,"rgb(0, 208, 255)",manhole.2,3,,,,,,,,"[[[119.9786203, 30.5204606]]]"
1000,city/manhole/manhole.3,manhole.3,"rgb(0, 208, 255)",manhole.3,4,,,,,,,,"[[[119.9744544, 30.5240898]]]"
1000,city/manhole/manhole.4,manhole.4,"rgb(0, 208, 255)",manhole.4,5,,,,,,,,"[[[119.9729769, 30.5218522]]]"
