size,path,id,color,name,coordinates,description,type,nodeVisibility
10000,LOC.1027,LOC.1027,#2579e8,landslide.LOC.1027,"['102.0424', '28.6026']",Miyi county,LOC,FALSE
5000,LOC.1027/MED,LOC.1027.MED,#27cf7e,landslide.LOC.1027.MED,"['102.0424', '28.6026']",,MED,FALSE
5000,LOC.1027/FAC,LOC.1027.FAC,#f0a73a,landslide.LOC.1027.FAC,"['102.0424', '28.6026']",,FAC,FALSE
5000,LOC.1027/DATA,LOC.1027.DATA,#8579ec,landslide.LOC.1027.DATA,"['102.0424', '28.6026']",,DATA,FALSE
10000,LOC.1028,LOC.1028,#2579e8,landslide.LOC.1028,"['116.8964', '40.4576']",Miyun country,LOC,FALSE
5000,LOC.1028/MED,LOC.1028.MED,#27cf7e,landslide.LOC.1028.MED,"['116.8964', '40.4576']",,MED,FALSE
5000,LOC.1028/FAC,LOC.1028.FAC,#f0a73a,landslide.LOC.1028.FAC,"['116.8964', '40.4576']",,FAC,FALSE
5000,LOC.1028/DATA,LOC.1028.DATA,#8579ec,landslide.LOC.1028.DATA,"['116.8964', '40.4576']",,DATA,FALSE
10000,LOC.1029,LOC.1029,#2579e8,landslide.LOC.1029,"['92.9376', '23.1645']",Mizoram,LOC,FALSE
5000,LOC.1029/MED,LOC.1029.MED,#27cf7e,landslide.LOC.1029.MED,"['92.9376', '23.1645']",,MED,FALSE
5000,LOC.1029/FAC,LOC.1029.FAC,#f0a73a,landslide.LOC.1029.FAC,"['92.9376', '23.1645']",,FAC,FALSE
5000,LOC.1029/DATA,LOC.1029.DATA,#8579ec,landslide.LOC.1029.DATA,"['92.9376', '23.1645']",,DATA,FALSE
10000,LOC.1030,LOC.1030,#2579e8,landslide.LOC.1030,"['137.2552', '35.3646']",Mizunami City,LOC,FALSE
5000,LOC.1030/MED,LOC.1030.MED,#27cf7e,landslide.LOC.1030.MED,"['137.2552', '35.3646']",,MED,FALSE
5000,LOC.1030/FAC,LOC.1030.FAC,#f0a73a,landslide.LOC.1030.FAC,"['137.2552', '35.3646']",,FAC,FALSE
5000,LOC.1030/DATA,LOC.1030.DATA,#8579ec,landslide.LOC.1030.DATA,"['137.2552', '35.3646']",,DATA,FALSE
10000,LOC.1031,LOC.1031,#2579e8,landslide.LOC.1031,"['0.0931', '51.4793']",MMMM,LOC,FALSE
5000,LOC.1031/MED,LOC.1031.MED,#27cf7e,landslide.LOC.1031.MED,"['0.0931', '51.4793']",,MED,FALSE
5000,LOC.1031/FAC,LOC.1031.FAC,#f0a73a,landslide.LOC.1031.FAC,"['0.0931', '51.4793']",,FAC,FALSE
5000,LOC.1031/DATA,LOC.1031.DATA,#8579ec,landslide.LOC.1031.DATA,"['0.0931', '51.4793']",,DATA,FALSE
10000,LOC.1032,LOC.1032,#2579e8,landslide.LOC.1032,"['84.1287', '28.0857']",Modi Khola,LOC,FALSE
5000,LOC.1032/MED,LOC.1032.MED,#27cf7e,landslide.LOC.1032.MED,"['84.1287', '28.0857']",,MED,FALSE
5000,LOC.1032/FAC,LOC.1032.FAC,#f0a73a,landslide.LOC.1032.FAC,"['84.1287', '28.0857']",,FAC,FALSE
5000,LOC.1032/DATA,LOC.1032.DATA,#8579ec,landslide.LOC.1032.DATA,"['84.1287', '28.0857']",,DATA,FALSE
10000,LOC.1033,LOC.1033,#2579e8,landslide.LOC.1033,"['84.1526', '28.1062']",Modi Khola valley,LOC,FALSE
5000,LOC.1033/MED,LOC.1033.MED,#27cf7e,landslide.LOC.1033.MED,"['84.1526', '28.1062']",,MED,FALSE
5000,LOC.1033/FAC,LOC.1033.FAC,#f0a73a,landslide.LOC.1033.FAC,"['84.1526', '28.1062']",,FAC,FALSE
5000,LOC.1033/DATA,LOC.1033.DATA,#8579ec,landslide.LOC.1033.DATA,"['84.1526', '28.1062']",,DATA,FALSE
10000,LOC.1034,LOC.1034,#2579e8,landslide.LOC.1034,"['28.3697', '47.4116']",Moldavian,LOC,FALSE
5000,LOC.1034/MED,LOC.1034.MED,#27cf7e,landslide.LOC.1034.MED,"['28.3697', '47.4116']",,MED,FALSE
5000,LOC.1034/FAC,LOC.1034.FAC,#f0a73a,landslide.LOC.1034.FAC,"['28.3697', '47.4116']",,FAC,FALSE
5000,LOC.1034/DATA,LOC.1034.DATA,#8579ec,landslide.LOC.1034.DATA,"['28.3697', '47.4116']",,DATA,FALSE
10000,LOC.1035,LOC.1035,#2579e8,landslide.LOC.1035,"['27.2619', '46.8127']",Moldavian Plateau,LOC,FALSE
5000,LOC.1035/MED,LOC.1035.MED,#27cf7e,landslide.LOC.1035.MED,"['27.2619', '46.8127']",,MED,FALSE
5000,LOC.1035/FAC,LOC.1035.FAC,#f0a73a,landslide.LOC.1035.FAC,"['27.2619', '46.8127']",,FAC,FALSE
5000,LOC.1035/DATA,LOC.1035.DATA,#8579ec,landslide.LOC.1035.DATA,"['27.2619', '46.8127']",,DATA,FALSE
10000,LOC.1036,LOC.1036,#2579e8,landslide.LOC.1036,"['14.0', '41.6']",Molise,LOC,FALSE
5000,LOC.1036/MED,LOC.1036.MED,#27cf7e,landslide.LOC.1036.MED,"['14.0', '41.6']",,MED,FALSE
5000,LOC.1036/FAC,LOC.1036.FAC,#f0a73a,landslide.LOC.1036.FAC,"['14.0', '41.6']",,FAC,FALSE
5000,LOC.1036/DATA,LOC.1036.DATA,#8579ec,landslide.LOC.1036.DATA,"['14.0', '41.6']",,DATA,FALSE
10000,LOC.1037,LOC.1037,#2579e8,landslide.LOC.1037,"['7.9487', '44.0715']",Monesi di Mendatica,LOC,FALSE
5000,LOC.1037/MED,LOC.1037.MED,#27cf7e,landslide.LOC.1037.MED,"['7.9487', '44.0715']",,MED,FALSE
5000,LOC.1037/FAC,LOC.1037.FAC,#f0a73a,landslide.LOC.1037.FAC,"['7.9487', '44.0715']",,FAC,FALSE
5000,LOC.1037/DATA,LOC.1037.DATA,#8579ec,landslide.LOC.1037.DATA,"['7.9487', '44.0715']",,DATA,FALSE
10000,LOC.1038,LOC.1038,#2579e8,landslide.LOC.1038,"['7.4894', '45.7323']",Mont - Emilius and Mont - Cervin Mountain Communities,LOC,FALSE
5000,LOC.1038/MED,LOC.1038.MED,#27cf7e,landslide.LOC.1038.MED,"['7.4894', '45.7323']",,MED,FALSE
5000,LOC.1038/FAC,LOC.1038.FAC,#f0a73a,landslide.LOC.1038.FAC,"['7.4894', '45.7323']",,FAC,FALSE
5000,LOC.1038/DATA,LOC.1038.DATA,#8579ec,landslide.LOC.1038.DATA,"['7.4894', '45.7323']",,DATA,FALSE
10000,LOC.1039,LOC.1039,#2579e8,landslide.LOC.1039,"['9.6546', '44.1275']",Monterosso catchment,LOC,FALSE
5000,LOC.1039/MED,LOC.1039.MED,#27cf7e,landslide.LOC.1039.MED,"['9.6546', '44.1275']",,MED,FALSE
5000,LOC.1039/FAC,LOC.1039.FAC,#f0a73a,landslide.LOC.1039.FAC,"['9.6546', '44.1275']",,FAC,FALSE
5000,LOC.1039/DATA,LOC.1039.DATA,#8579ec,landslide.LOC.1039.DATA,"['9.6546', '44.1275']",,DATA,FALSE
10000,LOC.1040,LOC.1040,#2579e8,landslide.LOC.1040,"['77.1624', '10.1789']",Moonnilavu,LOC,FALSE
5000,LOC.1040/MED,LOC.1040.MED,#27cf7e,landslide.LOC.1040.MED,"['77.1624', '10.1789']",,MED,FALSE
5000,LOC.1040/FAC,LOC.1040.FAC,#f0a73a,landslide.LOC.1040.FAC,"['77.1624', '10.1789']",,FAC,FALSE
5000,LOC.1040/DATA,LOC.1040.DATA,#8579ec,landslide.LOC.1040.DATA,"['77.1624', '10.1789']",,DATA,FALSE
10000,LOC.1041,LOC.1041,#2579e8,landslide.LOC.1041,"['7.5924', '62.5031']",More and Romsdal region of Norway,LOC,FALSE
5000,LOC.1041/MED,LOC.1041.MED,#27cf7e,landslide.LOC.1041.MED,"['7.5924', '62.5031']",,MED,FALSE
5000,LOC.1041/FAC,LOC.1041.FAC,#f0a73a,landslide.LOC.1041.FAC,"['7.5924', '62.5031']",,FAC,FALSE
5000,LOC.1041/DATA,LOC.1041.DATA,#8579ec,landslide.LOC.1041.DATA,"['7.5924', '62.5031']",,DATA,FALSE
10000,LOC.1042,LOC.1042,#2579e8,landslide.LOC.1042,"['9.2206', '32.2995']",Moroccan Safi,LOC,FALSE
5000,LOC.1042/MED,LOC.1042.MED,#27cf7e,landslide.LOC.1042.MED,"['9.2206', '32.2995']",,MED,FALSE
5000,LOC.1042/FAC,LOC.1042.FAC,#f0a73a,landslide.LOC.1042.FAC,"['9.2206', '32.2995']",,FAC,FALSE
5000,LOC.1042/DATA,LOC.1042.DATA,#8579ec,landslide.LOC.1042.DATA,"['9.2206', '32.2995']",,DATA,FALSE
10000,LOC.1043,LOC.1043,#2579e8,landslide.LOC.1043,"['7.0926', '31.7917']",Morocco,LOC,FALSE
5000,LOC.1043/MED,LOC.1043.MED,#27cf7e,landslide.LOC.1043.MED,"['7.0926', '31.7917']",,MED,FALSE
5000,LOC.1043/FAC,LOC.1043.FAC,#f0a73a,landslide.LOC.1043.FAC,"['7.0926', '31.7917']",,FAC,FALSE
5000,LOC.1043/DATA,LOC.1043.DATA,#8579ec,landslide.LOC.1043.DATA,"['7.0926', '31.7917']",,DATA,FALSE
10000,LOC.1044,LOC.1044,#2579e8,landslide.LOC.1044,"['18.2739', '42.8810']",motorway A9,LOC,FALSE
5000,LOC.1044/MED,LOC.1044.MED,#27cf7e,landslide.LOC.1044.MED,"['18.2739', '42.8810']",,MED,FALSE
5000,LOC.1044/FAC,LOC.1044.FAC,#f0a73a,landslide.LOC.1044.FAC,"['18.2739', '42.8810']",,FAC,FALSE
5000,LOC.1044/DATA,LOC.1044.DATA,#8579ec,landslide.LOC.1044.DATA,"['18.2739', '42.8810']",,DATA,FALSE
10000,LOC.1045,LOC.1045,#2579e8,landslide.LOC.1045,"['24.0249', '35.5110']",motorway A90 in Chania,LOC,FALSE
5000,LOC.1045/MED,LOC.1045.MED,#27cf7e,landslide.LOC.1045.MED,"['24.0249', '35.5110']",,MED,FALSE
5000,LOC.1045/FAC,LOC.1045.FAC,#f0a73a,landslide.LOC.1045.FAC,"['24.0249', '35.5110']",,FAC,FALSE
5000,LOC.1045/DATA,LOC.1045.DATA,#8579ec,landslide.LOC.1045.DATA,"['24.0249', '35.5110']",,DATA,FALSE
10000,LOC.1046,LOC.1046,#2579e8,landslide.LOC.1046,"['92.3963', '15.2683']",Motozintla,LOC,FALSE
5000,LOC.1046/MED,LOC.1046.MED,#27cf7e,landslide.LOC.1046.MED,"['92.3963', '15.2683']",,MED,FALSE
5000,LOC.1046/FAC,LOC.1046.FAC,#f0a73a,landslide.LOC.1046.FAC,"['92.3963', '15.2683']",,FAC,FALSE
5000,LOC.1046/DATA,LOC.1046.DATA,#8579ec,landslide.LOC.1046.DATA,"['92.3963', '15.2683']",,DATA,FALSE
10000,LOC.1047,LOC.1047,#2579e8,landslide.LOC.1047,"['42.4232', '17.6424']",Mountain areas in the southern western corner of the Kingdom of Saudi Arabia,LOC,FALSE
5000,LOC.1047/MED,LOC.1047.MED,#27cf7e,landslide.LOC.1047.MED,"['42.4232', '17.6424']",,MED,FALSE
5000,LOC.1047/FAC,LOC.1047.FAC,#f0a73a,landslide.LOC.1047.FAC,"['42.4232', '17.6424']",,FAC,FALSE
5000,LOC.1047/DATA,LOC.1047.DATA,#8579ec,landslide.LOC.1047.DATA,"['42.4232', '17.6424']",,DATA,FALSE
10000,LOC.1048,LOC.1048,#2579e8,landslide.LOC.1048,"['70.1253', '31.4605']",mountain foothills of Central Chile,LOC,FALSE
5000,LOC.1048/MED,LOC.1048.MED,#27cf7e,landslide.LOC.1048.MED,"['70.1253', '31.4605']",,MED,FALSE
5000,LOC.1048/FAC,LOC.1048.FAC,#f0a73a,landslide.LOC.1048.FAC,"['70.1253', '31.4605']",,FAC,FALSE
5000,LOC.1048/DATA,LOC.1048.DATA,#8579ec,landslide.LOC.1048.DATA,"['70.1253', '31.4605']",,DATA,FALSE
10000,LOC.1049,LOC.1049,#2579e8,landslide.LOC.1049,"['0.0', '0.0']",mountain highways,LOC,FALSE
5000,LOC.1049/MED,LOC.1049.MED,#27cf7e,landslide.LOC.1049.MED,"['0.0', '0.0']",,MED,FALSE
5000,LOC.1049/FAC,LOC.1049.FAC,#f0a73a,landslide.LOC.1049.FAC,"['0.0', '0.0']",,FAC,FALSE
5000,LOC.1049/DATA,LOC.1049.DATA,#8579ec,landslide.LOC.1049.DATA,"['0.0', '0.0']",,DATA,FALSE
10000,LOC.1050,LOC.1050,#2579e8,landslide.LOC.1050,"['0.0', '0.0']",mountainous,LOC,FALSE
5000,LOC.1050/MED,LOC.1050.MED,#27cf7e,landslide.LOC.1050.MED,"['0.0', '0.0']",,MED,FALSE
5000,LOC.1050/FAC,LOC.1050.FAC,#f0a73a,landslide.LOC.1050.FAC,"['0.0', '0.0']",,FAC,FALSE
5000,LOC.1050/DATA,LOC.1050.DATA,#8579ec,landslide.LOC.1050.DATA,"['0.0', '0.0']",,DATA,FALSE
10000,LOC.1051,LOC.1051,#2579e8,landslide.LOC.1051,"['102.1900', '4.6328']",mountainous area in Central Bengkulu,LOC,FALSE
5000,LOC.1051/MED,LOC.1051.MED,#27cf7e,landslide.LOC.1051.MED,"['102.1900', '4.6328']",,MED,FALSE
5000,LOC.1051/FAC,LOC.1051.FAC,#f0a73a,landslide.LOC.1051.FAC,"['102.1900', '4.6328']",,FAC,FALSE
5000,LOC.1051/DATA,LOC.1051.DATA,#8579ec,landslide.LOC.1051.DATA,"['102.1900', '4.6328']",,DATA,FALSE
10000,LOC.1052,LOC.1052,#2579e8,landslide.LOC.1052,"['99.6703', '19.8633']",mountainous area in Northern Thailand,LOC,FALSE
5000,LOC.1052/MED,LOC.1052.MED,#27cf7e,landslide.LOC.1052.MED,"['99.6703', '19.8633']",,MED,FALSE
5000,LOC.1052/FAC,LOC.1052.FAC,#f0a73a,landslide.LOC.1052.FAC,"['99.6703', '19.8633']",,FAC,FALSE
5000,LOC.1052/DATA,LOC.1052.DATA,#8579ec,landslide.LOC.1052.DATA,"['99.6703', '19.8633']",,DATA,FALSE
10000,LOC.1053,LOC.1053,#2579e8,landslide.LOC.1053,"['4.0041', '35.7454']",mountainous area of northern Morocco,LOC,FALSE
5000,LOC.1053/MED,LOC.1053.MED,#27cf7e,landslide.LOC.1053.MED,"['4.0041', '35.7454']",,MED,FALSE
5000,LOC.1053/FAC,LOC.1053.FAC,#f0a73a,landslide.LOC.1053.FAC,"['4.0041', '35.7454']",,FAC,FALSE
5000,LOC.1053/DATA,LOC.1053.DATA,#8579ec,landslide.LOC.1053.DATA,"['4.0041', '35.7454']",,DATA,FALSE
10000,LOC.1054,LOC.1054,#2579e8,landslide.LOC.1054,"['43.2096', '22.9068']",mountainous area of Rio de Janeiro,LOC,FALSE
5000,LOC.1054/MED,LOC.1054.MED,#27cf7e,landslide.LOC.1054.MED,"['43.2096', '22.9068']",,MED,FALSE
5000,LOC.1054/FAC,LOC.1054.FAC,#f0a73a,landslide.LOC.1054.FAC,"['43.2096', '22.9068']",,FAC,FALSE
5000,LOC.1054/DATA,LOC.1054.DATA,#8579ec,landslide.LOC.1054.DATA,"['43.2096', '22.9068']",,DATA,FALSE
10000,LOC.1055,LOC.1055,#2579e8,landslide.LOC.1055,"['77.6273', '9.2083']",mountainous area of the Cordillera Blanca,LOC,FALSE
5000,LOC.1055/MED,LOC.1055.MED,#27cf7e,landslide.LOC.1055.MED,"['77.6273', '9.2083']",,MED,FALSE
5000,LOC.1055/FAC,LOC.1055.FAC,#f0a73a,landslide.LOC.1055.FAC,"['77.6273', '9.2083']",,FAC,FALSE
5000,LOC.1055/DATA,LOC.1055.DATA,#8579ec,landslide.LOC.1055.DATA,"['77.6273', '9.2083']",,DATA,FALSE
10000,LOC.1056,LOC.1056,#2579e8,landslide.LOC.1056,"['104.1954', '35.8617']",mountainous areas in China,LOC,FALSE
5000,LOC.1056/MED,LOC.1056.MED,#27cf7e,landslide.LOC.1056.MED,"['104.1954', '35.8617']",,MED,FALSE
5000,LOC.1056/FAC,LOC.1056.FAC,#f0a73a,landslide.LOC.1056.FAC,"['104.1954', '35.8617']",,FAC,FALSE
5000,LOC.1056/DATA,LOC.1056.DATA,#8579ec,landslide.LOC.1056.DATA,"['104.1954', '35.8617']",,DATA,FALSE
10000,LOC.1057,LOC.1057,#2579e8,landslide.LOC.1057,"['84.1240', '28.3949']",mountainous areas of Nepal,LOC,FALSE
5000,LOC.1057/MED,LOC.1057.MED,#27cf7e,landslide.LOC.1057.MED,"['84.1240', '28.3949']",,MED,FALSE
5000,LOC.1057/FAC,LOC.1057.FAC,#f0a73a,landslide.LOC.1057.FAC,"['84.1240', '28.3949']",,FAC,FALSE
5000,LOC.1057/DATA,LOC.1057.DATA,#8579ec,landslide.LOC.1057.DATA,"['84.1240', '28.3949']",,DATA,FALSE
10000,LOC.1058,LOC.1058,#2579e8,landslide.LOC.1058,"['121.0', '23.5']",Mountainous areas of Taiwan Island,LOC,FALSE
5000,LOC.1058/MED,LOC.1058.MED,#27cf7e,landslide.LOC.1058.MED,"['121.0', '23.5']",,MED,FALSE
5000,LOC.1058/FAC,LOC.1058.FAC,#f0a73a,landslide.LOC.1058.FAC,"['121.0', '23.5']",,FAC,FALSE
5000,LOC.1058/DATA,LOC.1058.DATA,#8579ec,landslide.LOC.1058.DATA,"['121.0', '23.5']",,DATA,FALSE
10000,LOC.1059,LOC.1059,#2579e8,landslide.LOC.1059,"['107.4176', '13.2904']",mountainous areas of Vietnam,LOC,FALSE
5000,LOC.1059/MED,LOC.1059.MED,#27cf7e,landslide.LOC.1059.MED,"['107.4176', '13.2904']",,MED,FALSE
5000,LOC.1059/FAC,LOC.1059.FAC,#f0a73a,landslide.LOC.1059.FAC,"['107.4176', '13.2904']",,FAC,FALSE
5000,LOC.1059/DATA,LOC.1059.DATA,#8579ec,landslide.LOC.1059.DATA,"['107.4176', '13.2904']",,DATA,FALSE
10000,LOC.1060,LOC.1060,#2579e8,landslide.LOC.1060,"['104.0', '28.0']",Mountainous catchment,LOC,FALSE
5000,LOC.1060/MED,LOC.1060.MED,#27cf7e,landslide.LOC.1060.MED,"['104.0', '28.0']",,MED,FALSE
5000,LOC.1060/FAC,LOC.1060.FAC,#f0a73a,landslide.LOC.1060.FAC,"['104.0', '28.0']",,FAC,FALSE
5000,LOC.1060/DATA,LOC.1060.DATA,#8579ec,landslide.LOC.1060.DATA,"['104.0', '28.0']",,DATA,FALSE
10000,LOC.1061,LOC.1061,#2579e8,landslide.LOC.1061,"['78.0', '32.0']",Mountainous communities in India's Lesser Himalayas,LOC,FALSE
5000,LOC.1061/MED,LOC.1061.MED,#27cf7e,landslide.LOC.1061.MED,"['78.0', '32.0']",,MED,FALSE
5000,LOC.1061/FAC,LOC.1061.FAC,#f0a73a,landslide.LOC.1061.FAC,"['78.0', '32.0']",,FAC,FALSE
5000,LOC.1061/DATA,LOC.1061.DATA,#8579ec,landslide.LOC.1061.DATA,"['78.0', '32.0']",,DATA,FALSE
10000,LOC.1062,LOC.1062,#2579e8,landslide.LOC.1062,"['105.0', '30.0']",Mountainous county,LOC,FALSE
5000,LOC.1062/MED,LOC.1062.MED,#27cf7e,landslide.LOC.1062.MED,"['105.0', '30.0']",,MED,FALSE
5000,LOC.1062/FAC,LOC.1062.FAC,#f0a73a,landslide.LOC.1062.FAC,"['105.0', '30.0']",,FAC,FALSE
5000,LOC.1062/DATA,LOC.1062.DATA,#8579ec,landslide.LOC.1062.DATA,"['105.0', '30.0']",,DATA,FALSE
10000,LOC.1063,LOC.1063,#2579e8,landslide.LOC.1063,"['104.5', '30.0']",Mountainous hilly,LOC,FALSE
5000,LOC.1063/MED,LOC.1063.MED,#27cf7e,landslide.LOC.1063.MED,"['104.5', '30.0']",,MED,FALSE
5000,LOC.1063/FAC,LOC.1063.FAC,#f0a73a,landslide.LOC.1063.FAC,"['104.5', '30.0']",,FAC,FALSE
5000,LOC.1063/DATA,LOC.1063.DATA,#8579ec,landslide.LOC.1063.DATA,"['104.5', '30.0']",,DATA,FALSE
10000,LOC.1064,LOC.1064,#2579e8,landslide.LOC.1064,"['40.5', '43.5']",Mountainous region of Greater Sochi,LOC,FALSE
5000,LOC.1064/MED,LOC.1064.MED,#27cf7e,landslide.LOC.1064.MED,"['40.5', '43.5']",,MED,FALSE
5000,LOC.1064/FAC,LOC.1064.FAC,#f0a73a,landslide.LOC.1064.FAC,"['40.5', '43.5']",,FAC,FALSE
5000,LOC.1064/DATA,LOC.1064.DATA,#8579ec,landslide.LOC.1064.DATA,"['40.5', '43.5']",,DATA,FALSE
10000,LOC.1065,LOC.1065,#2579e8,landslide.LOC.1065,"['93.5760', '22.6114']",mountainous region of Hakha City,LOC,FALSE
5000,LOC.1065/MED,LOC.1065.MED,#27cf7e,landslide.LOC.1065.MED,"['93.5760', '22.6114']",,MED,FALSE
5000,LOC.1065/FAC,LOC.1065.FAC,#f0a73a,landslide.LOC.1065.FAC,"['93.5760', '22.6114']",,FAC,FALSE
5000,LOC.1065/DATA,LOC.1065.DATA,#8579ec,landslide.LOC.1065.DATA,"['93.5760', '22.6114']",,DATA,FALSE
10000,LOC.1066,LOC.1066,#2579e8,landslide.LOC.1066,"['5.6178', '36.6928']",mountainous regions of northeast Algeria,LOC,FALSE
5000,LOC.1066/MED,LOC.1066.MED,#27cf7e,landslide.LOC.1066.MED,"['5.6178', '36.6928']",,MED,FALSE
5000,LOC.1066/FAC,LOC.1066.FAC,#f0a73a,landslide.LOC.1066.FAC,"['5.6178', '36.6928']",,FAC,FALSE
5000,LOC.1066/DATA,LOC.1066.DATA,#8579ec,landslide.LOC.1066.DATA,"['5.6178', '36.6928']",,DATA,FALSE
10000,LOC.1067,LOC.1067,#2579e8,landslide.LOC.1067,"['88.7288', '27.5242']",mountainous regions of Sikkim Himalaya,LOC,FALSE
5000,LOC.1067/MED,LOC.1067.MED,#27cf7e,landslide.LOC.1067.MED,"['88.7288', '27.5242']",,MED,FALSE
5000,LOC.1067/FAC,LOC.1067.FAC,#f0a73a,landslide.LOC.1067.FAC,"['88.7288', '27.5242']",,FAC,FALSE
5000,LOC.1067/DATA,LOC.1067.DATA,#8579ec,landslide.LOC.1067.DATA,"['88.7288', '27.5242']",,DATA,FALSE
10000,LOC.1068,LOC.1068,#2579e8,landslide.LOC.1068,"['51.2996', '35.9324']",mountainous road of the Salavat Abad saddle,LOC,FALSE
5000,LOC.1068/MED,LOC.1068.MED,#27cf7e,landslide.LOC.1068.MED,"['51.2996', '35.9324']",,MED,FALSE
5000,LOC.1068/FAC,LOC.1068.FAC,#f0a73a,landslide.LOC.1068.FAC,"['51.2996', '35.9324']",,FAC,FALSE
5000,LOC.1068/DATA,LOC.1068.DATA,#8579ec,landslide.LOC.1068.DATA,"['51.2996', '35.9324']",,DATA,FALSE
10000,LOC.1069,LOC.1069,#2579e8,landslide.LOC.1069,"['-123.0', '54.0']",Mountainous southern Mackenzie Valley,LOC,FALSE
5000,LOC.1069/MED,LOC.1069.MED,#27cf7e,landslide.LOC.1069.MED,"['-123.0', '54.0']",,MED,FALSE
5000,LOC.1069/FAC,LOC.1069.FAC,#f0a73a,landslide.LOC.1069.FAC,"['-123.0', '54.0']",,FAC,FALSE
5000,LOC.1069/DATA,LOC.1069.DATA,#8579ec,landslide.LOC.1069.DATA,"['-123.0', '54.0']",,DATA,FALSE
10000,LOC.1070,LOC.1070,#2579e8,landslide.LOC.1070,"['74.0', '15.0']",Mountainous Western Ghats,LOC,FALSE
5000,LOC.1070/MED,LOC.1070.MED,#27cf7e,landslide.LOC.1070.MED,"['74.0', '15.0']",,MED,FALSE
5000,LOC.1070/FAC,LOC.1070.FAC,#f0a73a,landslide.LOC.1070.FAC,"['74.0', '15.0']",,FAC,FALSE
5000,LOC.1070/DATA,LOC.1070.DATA,#8579ec,landslide.LOC.1070.DATA,"['74.0', '15.0']",,DATA,FALSE
10000,LOC.1071,LOC.1071,#2579e8,landslide.LOC.1071,"['75.0', '16.5']",Mountainous WG,LOC,FALSE
5000,LOC.1071/MED,LOC.1071.MED,#27cf7e,landslide.LOC.1071.MED,"['75.0', '16.5']",,MED,FALSE
5000,LOC.1071/FAC,LOC.1071.FAC,#f0a73a,landslide.LOC.1071.FAC,"['75.0', '16.5']",,FAC,FALSE
5000,LOC.1071/DATA,LOC.1071.DATA,#8579ec,landslide.LOC.1071.DATA,"['75.0', '16.5']",,DATA,FALSE
10000,LOC.1072,LOC.1072,#2579e8,landslide.LOC.1072,"['126.9417', '37.5931']",Mt. Umyeon,LOC,FALSE
5000,LOC.1072/MED,LOC.1072.MED,#27cf7e,landslide.LOC.1072.MED,"['126.9417', '37.5931']",,MED,FALSE
5000,LOC.1072/FAC,LOC.1072.FAC,#f0a73a,landslide.LOC.1072.FAC,"['126.9417', '37.5931']",,FAC,FALSE
5000,LOC.1072/DATA,LOC.1072.DATA,#8579ec,landslide.LOC.1072.DATA,"['126.9417', '37.5931']",,DATA,FALSE
10000,LOC.1073,LOC.1073,#2579e8,landslide.LOC.1073,"['126.9', '35.3']",Mt. Umyeon in Korea,LOC,FALSE
5000,LOC.1073/MED,LOC.1073.MED,#27cf7e,landslide.LOC.1073.MED,"['126.9', '35.3']",,MED,FALSE
5000,LOC.1073/FAC,LOC.1073.FAC,#f0a73a,landslide.LOC.1073.FAC,"['126.9', '35.3']",,FAC,FALSE
5000,LOC.1073/DATA,LOC.1073.DATA,#8579ec,landslide.LOC.1073.DATA,"['126.9', '35.3']",,DATA,FALSE
10000,LOC.1074,LOC.1074,#2579e8,landslide.LOC.1074,"['104.1648', '21.8172']",Mu Cang Chai district,LOC,FALSE
5000,LOC.1074/MED,LOC.1074.MED,#27cf7e,landslide.LOC.1074.MED,"['104.1648', '21.8172']",,MED,FALSE
5000,LOC.1074/FAC,LOC.1074.FAC,#f0a73a,landslide.LOC.1074.FAC,"['104.1648', '21.8172']",,FAC,FALSE
5000,LOC.1074/DATA,LOC.1074.DATA,#8579ec,landslide.LOC.1074.DATA,"['104.1648', '21.8172']",,DATA,FALSE
10000,LOC.1075,LOC.1075,#2579e8,landslide.LOC.1075,"['104.2642', '21.8065']",Mu Cang Chai District located in Yen Bai Province,LOC,FALSE
5000,LOC.1075/MED,LOC.1075.MED,#27cf7e,landslide.LOC.1075.MED,"['104.2642', '21.8065']",,MED,FALSE
5000,LOC.1075/FAC,LOC.1075.FAC,#f0a73a,landslide.LOC.1075.FAC,"['104.2642', '21.8065']",,FAC,FALSE
5000,LOC.1075/DATA,LOC.1075.DATA,#8579ec,landslide.LOC.1075.DATA,"['104.2642', '21.8065']",,DATA,FALSE
10000,LOC.1076,LOC.1076,#2579e8,landslide.LOC.1076,"['103.6341', '28.5472']",Muchuan,LOC,FALSE
5000,LOC.1076/MED,LOC.1076.MED,#27cf7e,landslide.LOC.1076.MED,"['103.6341', '28.5472']",,MED,FALSE
5000,LOC.1076/FAC,LOC.1076.FAC,#f0a73a,landslide.LOC.1076.FAC,"['103.6341', '28.5472']",,FAC,FALSE
5000,LOC.1076/DATA,LOC.1076.DATA,#8579ec,landslide.LOC.1076.DATA,"['103.6341', '28.5472']",,DATA,FALSE
10000,LOC.1077,LOC.1077,#2579e8,landslide.LOC.1077,"['103.6527', '31.8192']",Muchuan County,LOC,FALSE
5000,LOC.1077/MED,LOC.1077.MED,#27cf7e,landslide.LOC.1077.MED,"['103.6527', '31.8192']",,MED,FALSE
5000,LOC.1077/FAC,LOC.1077.FAC,#f0a73a,landslide.LOC.1077.FAC,"['103.6527', '31.8192']",,FAC,FALSE
