size,path,id,color,name,coordinates,description,type,nodeVisibility
5000,LOC.294/MED,LOC.294.MED,#27cf7e,landslide.LOC.294.MED,"['121.3002', '24.8748']",,MED,FALSE
5000,LOC.294/FAC,LOC.294.FAC,#f0a73a,landslide.LOC.294.FAC,"['121.3002', '24.8748']",,FAC,FALSE
5000,LOC.294/DATA,LOC.294.DATA,#8579ec,landslide.LOC.294.DATA,"['121.3002', '24.8748']",,DATA,FALSE
10000,LOC.295,LOC.295,#2579e8,landslide.LOC.295,"['121.2631', '24.8852']",Chishan watershed,LOC,FALSE
5000,LOC.295/MED,LOC.295.MED,#27cf7e,landslide.LOC.295.MED,"['121.2631', '24.8852']",,MED,FALSE
5000,LOC.295/FAC,LOC.295.FAC,#f0a73a,landslide.LOC.295.FAC,"['121.2631', '24.8852']",,FAC,FALSE
5000,LOC.295/DATA,LOC.295.DATA,#8579ec,landslide.LOC.295.DATA,"['121.2631', '24.8852']",,DATA,FALSE
10000,LOC.296,LOC.296,#2579e8,landslide.LOC.296,"['71.7829', '35.8504']",Chitral,LOC,FALSE
5000,LOC.296/MED,LOC.296.MED,#27cf7e,landslide.LOC.296.MED,"['71.7829', '35.8504']",,MED,FALSE
5000,LOC.296/FAC,LOC.296.FAC,#f0a73a,landslide.LOC.296.FAC,"['71.7829', '35.8504']",,FAC,FALSE
5000,LOC.296/DATA,LOC.296.DATA,#8579ec,landslide.LOC.296.DATA,"['71.7829', '35.8504']",,DATA,FALSE
10000,LOC.297,LOC.297,#2579e8,landslide.LOC.297,"['71.8601', '35.8515']",Chitral district,LOC,FALSE
5000,LOC.297/MED,LOC.297.MED,#27cf7e,landslide.LOC.297.MED,"['71.8601', '35.8515']",,MED,FALSE
5000,LOC.297/FAC,LOC.297.FAC,#f0a73a,landslide.LOC.297.FAC,"['71.8601', '35.8515']",,FAC,FALSE
5000,LOC.297/DATA,LOC.297.DATA,#8579ec,landslide.LOC.297.DATA,"['71.8601', '35.8515']",,DATA,FALSE
10000,LOC.298,LOC.298,#2579e8,landslide.LOC.298,"['71.8453', '35.8461']",Chitral valley,LOC,FALSE
5000,LOC.298/MED,LOC.298.MED,#27cf7e,landslide.LOC.298.MED,"['71.8453', '35.8461']",,MED,FALSE
5000,LOC.298/FAC,LOC.298.FAC,#f0a73a,landslide.LOC.298.FAC,"['71.8453', '35.8461']",,FAC,FALSE
5000,LOC.298/DATA,LOC.298.DATA,#8579ec,landslide.LOC.298.DATA,"['71.8453', '35.8461']",,DATA,FALSE
10000,LOC.299,LOC.299,#2579e8,landslide.LOC.299,"['91.8008', '22.3569']",Chittagong City Corporation,LOC,FALSE
5000,LOC.299/MED,LOC.299.MED,#27cf7e,landslide.LOC.299.MED,"['91.8008', '22.3569']",,MED,FALSE
5000,LOC.299/FAC,LOC.299.FAC,#f0a73a,landslide.LOC.299.FAC,"['91.8008', '22.3569']",,FAC,FALSE
5000,LOC.299/DATA,LOC.299.DATA,#8579ec,landslide.LOC.299.DATA,"['91.8008', '22.3569']",,DATA,FALSE
10000,LOC.300,LOC.300,#2579e8,landslide.LOC.300,"['91.8008', '22.3569']",Chittagong District of Bangladesh,LOC,FALSE
5000,LOC.300/MED,LOC.300.MED,#27cf7e,landslide.LOC.300.MED,"['91.8008', '22.3569']",,MED,FALSE
5000,LOC.300/FAC,LOC.300.FAC,#f0a73a,landslide.LOC.300.FAC,"['91.8008', '22.3569']",,FAC,FALSE
5000,LOC.300/DATA,LOC.300.DATA,#8579ec,landslide.LOC.300.DATA,"['91.8008', '22.3569']",,DATA,FALSE
10000,LOC.301,LOC.301,#2579e8,landslide.LOC.301,"['91.8008', '22.3930']",Chittagong Hilly,LOC,FALSE
5000,LOC.301/MED,LOC.301.MED,#27cf7e,landslide.LOC.301.MED,"['91.8008', '22.3930']",,MED,FALSE
5000,LOC.301/FAC,LOC.301.FAC,#f0a73a,landslide.LOC.301.FAC,"['91.8008', '22.3930']",,FAC,FALSE
5000,LOC.301/DATA,LOC.301.DATA,#8579ec,landslide.LOC.301.DATA,"['91.8008', '22.3930']",,DATA,FALSE
10000,LOC.302,LOC.302,#2579e8,landslide.LOC.302,"['37.9190', '10.5083']",Choke Mountain,LOC,FALSE
5000,LOC.302/MED,LOC.302.MED,#27cf7e,landslide.LOC.302.MED,"['37.9190', '10.5083']",,MED,FALSE
5000,LOC.302/FAC,LOC.302.FAC,#f0a73a,landslide.LOC.302.FAC,"['37.9190', '10.5083']",,FAC,FALSE
5000,LOC.302/DATA,LOC.302.DATA,#8579ec,landslide.LOC.302.DATA,"['37.9190', '10.5083']",,DATA,FALSE
10000,LOC.303,LOC.303,#2579e8,landslide.LOC.303,"['106.5516', '29.5628']",Chongqing,LOC,FALSE
5000,LOC.303/MED,LOC.303.MED,#27cf7e,landslide.LOC.303.MED,"['106.5516', '29.5628']",,MED,FALSE
5000,LOC.303/FAC,LOC.303.FAC,#f0a73a,landslide.LOC.303.FAC,"['106.5516', '29.5628']",,FAC,FALSE
5000,LOC.303/DATA,LOC.303.DATA,#8579ec,landslide.LOC.303.DATA,"['106.5516', '29.5628']",,DATA,FALSE
10000,LOC.304,LOC.304,#2579e8,landslide.LOC.304,"['106.5516', '29.5628']",Chongqing City,LOC,FALSE
5000,LOC.304/MED,LOC.304.MED,#27cf7e,landslide.LOC.304.MED,"['106.5516', '29.5628']",,MED,FALSE
5000,LOC.304/FAC,LOC.304.FAC,#f0a73a,landslide.LOC.304.FAC,"['106.5516', '29.5628']",,FAC,FALSE
5000,LOC.304/DATA,LOC.304.DATA,#8579ec,landslide.LOC.304.DATA,"['106.5516', '29.5628']",,DATA,FALSE
10000,LOC.305,LOC.305,#2579e8,landslide.LOC.305,"['115.3546', '27.6868']",Chongren,LOC,FALSE
5000,LOC.305/MED,LOC.305.MED,#27cf7e,landslide.LOC.305.MED,"['115.3546', '27.6868']",,MED,FALSE
5000,LOC.305/FAC,LOC.305.FAC,#f0a73a,landslide.LOC.305.FAC,"['115.3546', '27.6868']",,FAC,FALSE
5000,LOC.305/DATA,LOC.305.DATA,#8579ec,landslide.LOC.305.DATA,"['115.3546', '27.6868']",,DATA,FALSE
10000,LOC.306,LOC.306,#2579e8,landslide.LOC.306,"['116.0497', '25.8900']",Chongren County,LOC,FALSE
5000,LOC.306/MED,LOC.306.MED,#27cf7e,landslide.LOC.306.MED,"['116.0497', '25.8900']",,MED,FALSE
5000,LOC.306/FAC,LOC.306.FAC,#f0a73a,landslide.LOC.306.FAC,"['116.0497', '25.8900']",,FAC,FALSE
5000,LOC.306/DATA,LOC.306.DATA,#8579ec,landslide.LOC.306.DATA,"['116.0497', '25.8900']",,DATA,FALSE
10000,LOC.307,LOC.307,#2579e8,landslide.LOC.307,"['114.0278', '25.5837']",Chongyi County,LOC,FALSE
5000,LOC.307/MED,LOC.307.MED,#27cf7e,landslide.LOC.307.MED,"['114.0278', '25.5837']",,MED,FALSE
5000,LOC.307/FAC,LOC.307.FAC,#f0a73a,landslide.LOC.307.FAC,"['114.0278', '25.5837']",,FAC,FALSE
5000,LOC.307/DATA,LOC.307.DATA,#8579ec,landslide.LOC.307.DATA,"['114.0278', '25.5837']",,DATA,FALSE
10000,LOC.308,LOC.308,#2579e8,landslide.LOC.308,"['92.3789', '23.9059']",CHT,LOC,FALSE
5000,LOC.308/MED,LOC.308.MED,#27cf7e,landslide.LOC.308.MED,"['92.3789', '23.9059']",,MED,FALSE
5000,LOC.308/FAC,LOC.308.FAC,#f0a73a,landslide.LOC.308.FAC,"['92.3789', '23.9059']",,FAC,FALSE
5000,LOC.308/DATA,LOC.308.DATA,#8579ec,landslide.LOC.308.DATA,"['92.3789', '23.9059']",,DATA,FALSE
10000,LOC.309,LOC.309,#2579e8,landslide.LOC.309,"['138.9096', '37.2657']",Chuetsu,LOC,FALSE
5000,LOC.309/MED,LOC.309.MED,#27cf7e,landslide.LOC.309.MED,"['138.9096', '37.2657']",,MED,FALSE
5000,LOC.309/FAC,LOC.309.FAC,#f0a73a,landslide.LOC.309.FAC,"['138.9096', '37.2657']",,FAC,FALSE
5000,LOC.309/DATA,LOC.309.DATA,#8579ec,landslide.LOC.309.DATA,"['138.9096', '37.2657']",,DATA,FALSE
10000,LOC.310,LOC.310,#2579e8,landslide.LOC.310,"['138.9176', '37.4328']",Chuetsu - Niigata,LOC,FALSE
5000,LOC.310/MED,LOC.310.MED,#27cf7e,landslide.LOC.310.MED,"['138.9176', '37.4328']",,MED,FALSE
5000,LOC.310/FAC,LOC.310.FAC,#f0a73a,landslide.LOC.310.FAC,"['138.9176', '37.4328']",,FAC,FALSE
5000,LOC.310/DATA,LOC.310.DATA,#8579ec,landslide.LOC.310.DATA,"['138.9176', '37.4328']",,DATA,FALSE
10000,LOC.311,LOC.311,#2579e8,landslide.LOC.311,"['89.5824', '27.1175']",Chukha Dzongkhag,LOC,FALSE
5000,LOC.311/MED,LOC.311.MED,#27cf7e,landslide.LOC.311.MED,"['89.5824', '27.1175']",,MED,FALSE
5000,LOC.311/FAC,LOC.311.FAC,#f0a73a,landslide.LOC.311.FAC,"['89.5824', '27.1175']",,FAC,FALSE
5000,LOC.311/DATA,LOC.311.DATA,#8579ec,landslide.LOC.311.DATA,"['89.5824', '27.1175']",,DATA,FALSE
10000,LOC.312,LOC.312,#2579e8,landslide.LOC.312,"['127.7388', '37.8749']",Chuncheon,LOC,FALSE
5000,LOC.312/MED,LOC.312.MED,#27cf7e,landslide.LOC.312.MED,"['127.7388', '37.8749']",,MED,FALSE
5000,LOC.312/FAC,LOC.312.FAC,#f0a73a,landslide.LOC.312.FAC,"['127.7388', '37.8749']",,FAC,FALSE
5000,LOC.312/DATA,LOC.312.DATA,#8579ec,landslide.LOC.312.DATA,"['127.7388', '37.8749']",,DATA,FALSE
10000,LOC.313,LOC.313,#2579e8,landslide.LOC.313,"['120.5688', '24.1258']",Chuoshui River in Taiwan,LOC,FALSE
5000,LOC.313/MED,LOC.313.MED,#27cf7e,landslide.LOC.313.MED,"['120.5688', '24.1258']",,MED,FALSE
5000,LOC.313/FAC,LOC.313.FAC,#f0a73a,landslide.LOC.313.FAC,"['120.5688', '24.1258']",,FAC,FALSE
5000,LOC.313/DATA,LOC.313.DATA,#8579ec,landslide.LOC.313.DATA,"['120.5688', '24.1258']",,DATA,FALSE
10000,LOC.314,LOC.314,#2579e8,landslide.LOC.314,"['101.5550', '25.0266']",Chuxiong,LOC,FALSE
5000,LOC.314/MED,LOC.314.MED,#27cf7e,landslide.LOC.314.MED,"['101.5550', '25.0266']",,MED,FALSE
5000,LOC.314/FAC,LOC.314.FAC,#f0a73a,landslide.LOC.314.FAC,"['101.5550', '25.0266']",,FAC,FALSE
5000,LOC.314/DATA,LOC.314.DATA,#8579ec,landslide.LOC.314.DATA,"['101.5550', '25.0266']",,DATA,FALSE
10000,LOC.315,LOC.315,#2579e8,landslide.LOC.315,"['9.6491', '44.1112']",Cinque Terre,LOC,FALSE
5000,LOC.315/MED,LOC.315.MED,#27cf7e,landslide.LOC.315.MED,"['9.6491', '44.1112']",,MED,FALSE
5000,LOC.315/FAC,LOC.315.FAC,#f0a73a,landslide.LOC.315.FAC,"['9.6491', '44.1112']",,FAC,FALSE
5000,LOC.315/DATA,LOC.315.DATA,#8579ec,landslide.LOC.315.DATA,"['9.6491', '44.1112']",,DATA,FALSE
10000,LOC.316,LOC.316,#2579e8,landslide.LOC.316,"['46.3325', '23.9542']",city of Santos,LOC,FALSE
5000,LOC.316/MED,LOC.316.MED,#27cf7e,landslide.LOC.316.MED,"['46.3325', '23.9542']",,MED,FALSE
5000,LOC.316/FAC,LOC.316.FAC,#f0a73a,landslide.LOC.316.FAC,"['46.3325', '23.9542']",,FAC,FALSE
5000,LOC.316/DATA,LOC.316.DATA,#8579ec,landslide.LOC.316.DATA,"['46.3325', '23.9542']",,DATA,FALSE
10000,LOC.317,LOC.317,#2579e8,landslide.LOC.317,"['122.3321', '47.6062']",City of Seattle,LOC,FALSE
5000,LOC.317/MED,LOC.317.MED,#27cf7e,landslide.LOC.317.MED,"['122.3321', '47.6062']",,MED,FALSE
5000,LOC.317/FAC,LOC.317.FAC,#f0a73a,landslide.LOC.317.FAC,"['122.3321', '47.6062']",,FAC,FALSE
5000,LOC.317/DATA,LOC.317.DATA,#8579ec,landslide.LOC.317.DATA,"['122.3321', '47.6062']",,DATA,FALSE
10000,LOC.318,LOC.318,#2579e8,landslide.LOC.318,"['-115.8504', '45.4877']",Clearwater National Forest,LOC,FALSE
5000,LOC.318/MED,LOC.318.MED,#27cf7e,landslide.LOC.318.MED,"['-115.8504', '45.4877']",,MED,FALSE
5000,LOC.318/FAC,LOC.318.FAC,#f0a73a,landslide.LOC.318.FAC,"['-115.8504', '45.4877']",,FAC,FALSE
5000,LOC.318/DATA,LOC.318.DATA,#8579ec,landslide.LOC.318.DATA,"['-115.8504', '45.4877']",,DATA,FALSE
10000,LOC.319,LOC.319,#2579e8,landslide.LOC.319,"['-115.8504', '45.4877']",Clearwater National Forest in north-central Idaho,LOC,FALSE
5000,LOC.319/MED,LOC.319.MED,#27cf7e,landslide.LOC.319.MED,"['-115.8504', '45.4877']",,MED,FALSE
5000,LOC.319/FAC,LOC.319.FAC,#f0a73a,landslide.LOC.319.FAC,"['-115.8504', '45.4877']",,FAC,FALSE
5000,LOC.319/DATA,LOC.319.DATA,#8579ec,landslide.LOC.319.DATA,"['-115.8504', '45.4877']",,DATA,FALSE
10000,LOC.320,LOC.320,#2579e8,landslide.LOC.320,"['120.3194', '45.2530']",Cleveland Corral,LOC,FALSE
5000,LOC.320/MED,LOC.320.MED,#27cf7e,landslide.LOC.320.MED,"['120.3194', '45.2530']",,MED,FALSE
5000,LOC.320/FAC,LOC.320.FAC,#f0a73a,landslide.LOC.320.FAC,"['120.3194', '45.2530']",,FAC,FALSE
5000,LOC.320/DATA,LOC.320.DATA,#8579ec,landslide.LOC.320.DATA,"['120.3194', '45.2530']",,DATA,FALSE
10000,LOC.321,LOC.321,#2579e8,landslide.LOC.321,"['72.8374', '18.5204']",CMA,LOC,FALSE
5000,LOC.321/MED,LOC.321.MED,#27cf7e,landslide.LOC.321.MED,"['72.8374', '18.5204']",,MED,FALSE
5000,LOC.321/FAC,LOC.321.FAC,#f0a73a,landslide.LOC.321.FAC,"['72.8374', '18.5204']",,FAC,FALSE
5000,LOC.321/DATA,LOC.321.DATA,#8579ec,landslide.LOC.321.DATA,"['72.8374', '18.5204']",,DATA,FALSE
10000,LOC.322,LOC.322,#2579e8,landslide.LOC.322,"['114.3900', '46.6169']",CNF,LOC,FALSE
5000,LOC.322/MED,LOC.322.MED,#27cf7e,landslide.LOC.322.MED,"['114.3900', '46.6169']",,MED,FALSE
5000,LOC.322/FAC,LOC.322.FAC,#f0a73a,landslide.LOC.322.FAC,"['114.3900', '46.6169']",,FAC,FALSE
5000,LOC.322/DATA,LOC.322.DATA,#8579ec,landslide.LOC.322.DATA,"['114.3900', '46.6169']",,DATA,FALSE
10000,LOC.323,LOC.323,#2579e8,landslide.LOC.323,"['112.5627', '37.7010']",coal mining mountain area of Shanxi Province,LOC,FALSE
5000,LOC.323/MED,LOC.323.MED,#27cf7e,landslide.LOC.323.MED,"['112.5627', '37.7010']",,MED,FALSE
5000,LOC.323/FAC,LOC.323.FAC,#f0a73a,landslide.LOC.323.FAC,"['112.5627', '37.7010']",,FAC,FALSE
5000,LOC.323/DATA,LOC.323.DATA,#8579ec,landslide.LOC.323.DATA,"['112.5627', '37.7010']",,DATA,FALSE
10000,LOC.324,LOC.324,#2579e8,landslide.LOC.324,"['88.8965', '13.7942']",coastal area of El Salvador,LOC,FALSE
5000,LOC.324/MED,LOC.324.MED,#27cf7e,landslide.LOC.324.MED,"['88.8965', '13.7942']",,MED,FALSE
5000,LOC.324/FAC,LOC.324.FAC,#f0a73a,landslide.LOC.324.FAC,"['88.8965', '13.7942']",,FAC,FALSE
5000,LOC.324/DATA,LOC.324.DATA,#8579ec,landslide.LOC.324.DATA,"['88.8965', '13.7942']",,DATA,FALSE
10000,LOC.325,LOC.325,#2579e8,landslide.LOC.325,"['9.2333', '32.3000']",coastal cliffs in the south of Safi,LOC,FALSE
5000,LOC.325/MED,LOC.325.MED,#27cf7e,landslide.LOC.325.MED,"['9.2333', '32.3000']",,MED,FALSE
5000,LOC.325/FAC,LOC.325.FAC,#f0a73a,landslide.LOC.325.FAC,"['9.2333', '32.3000']",,FAC,FALSE
5000,LOC.325/DATA,LOC.325.DATA,#8579ec,landslide.LOC.325.DATA,"['9.2333', '32.3000']",,DATA,FALSE
10000,LOC.326,LOC.326,#2579e8,landslide.LOC.326,"['0.0892', '35.9314']",coastal district of Mostaganem,LOC,FALSE
5000,LOC.326/MED,LOC.326.MED,#27cf7e,landslide.LOC.326.MED,"['0.0892', '35.9314']",,MED,FALSE
5000,LOC.326/FAC,LOC.326.FAC,#f0a73a,landslide.LOC.326.FAC,"['0.0892', '35.9314']",,FAC,FALSE
5000,LOC.326/DATA,LOC.326.DATA,#8579ec,landslide.LOC.326.DATA,"['0.0892', '35.9314']",,DATA,FALSE
10000,LOC.327,LOC.327,#2579e8,landslide.LOC.327,"['122.4869', '37.6138']",coastal watershed in Pacifica,LOC,FALSE
5000,LOC.327/MED,LOC.327.MED,#27cf7e,landslide.LOC.327.MED,"['122.4869', '37.6138']",,MED,FALSE
5000,LOC.327/FAC,LOC.327.FAC,#f0a73a,landslide.LOC.327.FAC,"['122.4869', '37.6138']",,FAC,FALSE
5000,LOC.327/DATA,LOC.327.DATA,#8579ec,landslide.LOC.327.DATA,"['122.4869', '37.6138']",,DATA,FALSE
10000,LOC.328,LOC.328,#2579e8,landslide.LOC.328,"['5.3037', '35.7568']",coastline between Tetouan and Bou Ahmed in the northernmost Rif of Morocco and its hinterland,LOC,FALSE
5000,LOC.328/MED,LOC.328.MED,#27cf7e,landslide.LOC.328.MED,"['5.3037', '35.7568']",,MED,FALSE
5000,LOC.328/FAC,LOC.328.FAC,#f0a73a,landslide.LOC.328.FAC,"['5.3037', '35.7568']",,FAC,FALSE
5000,LOC.328/DATA,LOC.328.DATA,#8579ec,landslide.LOC.328.DATA,"['5.3037', '35.7568']",,DATA,FALSE
10000,LOC.329,LOC.329,#2579e8,landslide.LOC.329,"['5.3037', '35.7568']",coastline Mediterranean between Tetouan - Bou Ahmed,LOC,FALSE
5000,LOC.329/MED,LOC.329.MED,#27cf7e,landslide.LOC.329.MED,"['5.3037', '35.7568']",,MED,FALSE
5000,LOC.329/FAC,LOC.329.FAC,#f0a73a,landslide.LOC.329.FAC,"['5.3037', '35.7568']",,FAC,FALSE
5000,LOC.329/DATA,LOC.329.DATA,#8579ec,landslide.LOC.329.DATA,"['5.3037', '35.7568']",,DATA,FALSE
10000,LOC.330,LOC.330,#2579e8,landslide.LOC.330,"['9.6583', '44.1022']",coasts of Cinque Terre,LOC,FALSE
5000,LOC.330/MED,LOC.330.MED,#27cf7e,landslide.LOC.330.MED,"['9.6583', '44.1022']",,MED,FALSE
5000,LOC.330/FAC,LOC.330.FAC,#f0a73a,landslide.LOC.330.FAC,"['9.6583', '44.1022']",,FAC,FALSE
5000,LOC.330/DATA,LOC.330.DATA,#8579ec,landslide.LOC.330.DATA,"['9.6583', '44.1022']",,DATA,FALSE
10000,LOC.331,LOC.331,#2579e8,landslide.LOC.331,"['12.3317', '42.9315']",Collazzone,LOC,FALSE
5000,LOC.331/MED,LOC.331.MED,#27cf7e,landslide.LOC.331.MED,"['12.3317', '42.9315']",,MED,FALSE
5000,LOC.331/FAC,LOC.331.FAC,#f0a73a,landslide.LOC.331.FAC,"['12.3317', '42.9315']",,FAC,FALSE
5000,LOC.331/DATA,LOC.331.DATA,#8579ec,landslide.LOC.331.DATA,"['12.3317', '42.9315']",,DATA,FALSE
10000,LOC.332,LOC.332,#2579e8,landslide.LOC.332,"['74.2973', '4.5709']",Colombia,LOC,FALSE
5000,LOC.332/MED,LOC.332.MED,#27cf7e,landslide.LOC.332.MED,"['74.2973', '4.5709']",,MED,FALSE
5000,LOC.332/FAC,LOC.332.FAC,#f0a73a,landslide.LOC.332.FAC,"['74.2973', '4.5709']",,FAC,FALSE
5000,LOC.332/DATA,LOC.332.DATA,#8579ec,landslide.LOC.332.DATA,"['74.2973', '4.5709']",,DATA,FALSE
10000,LOC.333,LOC.333,#2579e8,landslide.LOC.333,"['75.2422', '4.4368']",Combeima valley in Colombia,LOC,FALSE
5000,LOC.333/MED,LOC.333.MED,#27cf7e,landslide.LOC.333.MED,"['75.2422', '4.4368']",,MED,FALSE
5000,LOC.333/FAC,LOC.333.FAC,#f0a73a,landslide.LOC.333.FAC,"['75.2422', '4.4368']",,FAC,FALSE
5000,LOC.333/DATA,LOC.333.DATA,#8579ec,landslide.LOC.333.DATA,"['75.2422', '4.4368']",,DATA,FALSE
10000,LOC.334,LOC.334,#2579e8,landslide.LOC.334,"['61.3700', '15.4150']",Commonwealth of Dominica,LOC,FALSE
5000,LOC.334/MED,LOC.334.MED,#27cf7e,landslide.LOC.334.MED,"['61.3700', '15.4150']",,MED,FALSE
5000,LOC.334/FAC,LOC.334.FAC,#f0a73a,landslide.LOC.334.FAC,"['61.3700', '15.4150']",,FAC,FALSE
5000,LOC.334/DATA,LOC.334.DATA,#8579ec,landslide.LOC.334.DATA,"['61.3700', '15.4150']",,DATA,FALSE
10000,LOC.335,LOC.335,#2579e8,landslide.LOC.335,"['6.2833', '36.3650']",Constantine,LOC,FALSE
5000,LOC.335/MED,LOC.335.MED,#27cf7e,landslide.LOC.335.MED,"['6.2833', '36.3650']",,MED,FALSE
5000,LOC.335/FAC,LOC.335.FAC,#f0a73a,landslide.LOC.335.FAC,"['6.2833', '36.3650']",,FAC,FALSE
5000,LOC.335/DATA,LOC.335.DATA,#8579ec,landslide.LOC.335.DATA,"['6.2833', '36.3650']",,DATA,FALSE
10000,LOC.336,LOC.336,#2579e8,landslide.LOC.336,"['76.8144', '11.3530']",Coonoor,LOC,FALSE
5000,LOC.336/MED,LOC.336.MED,#27cf7e,landslide.LOC.336.MED,"['76.8144', '11.3530']",,MED,FALSE
5000,LOC.336/FAC,LOC.336.FAC,#f0a73a,landslide.LOC.336.FAC,"['76.8144', '11.3530']",,FAC,FALSE
5000,LOC.336/DATA,LOC.336.DATA,#8579ec,landslide.LOC.336.DATA,"['76.8144', '11.3530']",,DATA,FALSE
10000,LOC.337,LOC.337,#2579e8,landslide.LOC.337,"['76.8144', '11.3530']",Coonoor Taluk of Uthagamandalam District in Tamil Nadu,LOC,FALSE
5000,LOC.337/MED,LOC.337.MED,#27cf7e,landslide.LOC.337.MED,"['76.8144', '11.3530']",,MED,FALSE
5000,LOC.337/FAC,LOC.337.FAC,#f0a73a,landslide.LOC.337.FAC,"['76.8144', '11.3530']",,FAC,FALSE
5000,LOC.337/DATA,LOC.337.DATA,#8579ec,landslide.LOC.337.DATA,"['76.8144', '11.3530']",,DATA,FALSE
10000,LOC.338,LOC.338,#2579e8,landslide.LOC.338,"['77.6300', '8.9167']",Cordillera Blanca,LOC,FALSE
5000,LOC.338/MED,LOC.338.MED,#27cf7e,landslide.LOC.338.MED,"['77.6300', '8.9167']",,MED,FALSE
5000,LOC.338/FAC,LOC.338.FAC,#f0a73a,landslide.LOC.338.FAC,"['77.6300', '8.9167']",,FAC,FALSE
5000,LOC.338/DATA,LOC.338.DATA,#8579ec,landslide.LOC.338.DATA,"['77.6300', '8.9167']",,DATA,FALSE
10000,LOC.339,LOC.339,#2579e8,landslide.LOC.339,"['84.2089', '9.9281']",Costa Rica,LOC,FALSE
5000,LOC.339/MED,LOC.339.MED,#27cf7e,landslide.LOC.339.MED,"['84.2089', '9.9281']",,MED,FALSE
5000,LOC.339/FAC,LOC.339.FAC,#f0a73a,landslide.LOC.339.FAC,"['84.2089', '9.9281']",,FAC,FALSE
5000,LOC.339/DATA,LOC.339.DATA,#8579ec,landslide.LOC.339.DATA,"['84.2089', '9.9281']",,DATA,FALSE
10000,LOC.340,LOC.340,#2579e8,landslide.LOC.340,"['24.8698', '41.1425']",County of Xanthi,LOC,FALSE
5000,LOC.340/MED,LOC.340.MED,#27cf7e,landslide.LOC.340.MED,"['24.8698', '41.1425']",,MED,FALSE
5000,LOC.340/FAC,LOC.340.FAC,#f0a73a,landslide.LOC.340.FAC,"['24.8698', '41.1425']",,FAC,FALSE
5000,LOC.340/DATA,LOC.340.DATA,#8579ec,landslide.LOC.340.DATA,"['24.8698', '41.1425']",,DATA,FALSE
10000,LOC.341,LOC.341,#2579e8,landslide.LOC.341,"['92.0171', '21.4272']",Cox 's bazar,LOC,FALSE
5000,LOC.341/MED,LOC.341.MED,#27cf7e,landslide.LOC.341.MED,"['92.0171', '21.4272']",,MED,FALSE
5000,LOC.341/FAC,LOC.341.FAC,#f0a73a,landslide.LOC.341.FAC,"['92.0171', '21.4272']",,FAC,FALSE
5000,LOC.341/DATA,LOC.341.DATA,#8579ec,landslide.LOC.341.DATA,"['92.0171', '21.4272']",,DATA,FALSE
10000,LOC.342,LOC.342,#2579e8,landslide.LOC.342,"['92.0171', '21.4272']",Cox 's Bazar district of Bangladesh,LOC,FALSE
5000,LOC.342/MED,LOC.342.MED,#27cf7e,landslide.LOC.342.MED,"['92.0171', '21.4272']",,MED,FALSE
5000,LOC.342/FAC,LOC.342.FAC,#f0a73a,landslide.LOC.342.FAC,"['92.0171', '21.4272']",,FAC,FALSE
5000,LOC.342/DATA,LOC.342.DATA,#8579ec,landslide.LOC.342.DATA,"['92.0171', '21.4272']",,DATA,FALSE
10000,LOC.343,LOC.343,#2579e8,landslide.LOC.343,"['71.4916', '33.6844']",CPEC,LOC,FALSE
5000,LOC.343/MED,LOC.343.MED,#27cf7e,landslide.LOC.343.MED,"['71.4916', '33.6844']",,MED,FALSE
5000,LOC.343/FAC,LOC.343.FAC,#f0a73a,landslide.LOC.343.FAC,"['71.4916', '33.6844']",,FAC,FALSE
5000,LOC.343/DATA,LOC.343.DATA,#8579ec,landslide.LOC.343.DATA,"['71.4916', '33.6844']",,DATA,FALSE
10000,LOC.344,LOC.344,#2579e8,landslide.LOC.344,"['24.8700', '35.2401']",Crete Island,LOC,FALSE
5000,LOC.344/MED,LOC.344.MED,#27cf7e,landslide.LOC.344.MED,"['24.8700', '35.2401']",,MED,FALSE
5000,LOC.344/FAC,LOC.344.FAC,#f0a73a,landslide.LOC.344.FAC,"['24.8700', '35.2401']",,FAC,FALSE
5000,LOC.344/DATA,LOC.344.DATA,#8579ec,landslide.LOC.344.DATA,"['24.8700', '35.2401']",,DATA,FALSE
10000,LOC.345,LOC.345,#2579e8,landslide.LOC.345,"['120.3299', '36.1215']",CRSB,LOC,FALSE
5000,LOC.345/MED,LOC.345.MED,#27cf7e,landslide.LOC.345.MED,"['120.3299', '36.1215']",,MED,FALSE
5000,LOC.345/FAC,LOC.345.FAC,#f0a73a,landslide.LOC.345.FAC,"['120.3299', '36.1215']",,FAC,FALSE
5000,LOC.345/DATA,LOC.345.DATA,#8579ec,landslide.LOC.345.DATA,"['120.3299', '36.1215']",,DATA,FALSE
10000,LOC.346,LOC.346,#2579e8,landslide.LOC.346,"['2.8833', '40.0806']",Cuenca,LOC,FALSE
5000,LOC.346/MED,LOC.346.MED,#27cf7e,landslide.LOC.346.MED,"['2.8833', '40.0806']",,MED,FALSE
5000,LOC.346/FAC,LOC.346.FAC,#f0a73a,landslide.LOC.346.FAC,"['2.8833', '40.0806']",,FAC,FALSE
5000,LOC.346/DATA,LOC.346.DATA,#8579ec,landslide.LOC.346.DATA,"['2.8833', '40.0806']",,DATA,FALSE
10000,LOC.347,LOC.347,#2579e8,landslide.LOC.347,"['2.8833', '40.0806']",Cuenca city,LOC,FALSE
