size,path,id,color,name,coordinates,description,type
1000,landslide/landslide.73,landslide.73,#5728AE,landslide.landslide.73,"['40.9530', '41.0353']",Ardesen and Findikli districts of Rize Province,Spot
1000,landslide/landslide.73/MED,landslide.73.MED,#45B34D,landslide.landslide.73.MED,"['40.9530', '41.0353']",,MED
1000,landslide/landslide.73/FAC,landslide.73.FAC,#F2A737,landslide.landslide.73.FAC,"['40.9530', '41.0353']",,FAC
1000,landslide/landslide.73/LOC,landslide.73.LOC,#2579E8,landslide.landslide.73.LOC,"['40.9530', '41.0353']",,LOC
1000,landslide/landslide.74,landslide.74,#5728AE,landslide.landslide.74,"['9.1393', '38.7223']",area north of Lisbon,Spot
1000,landslide/landslide.74/MED,landslide.74.MED,#45B34D,landslide.landslide.74.MED,"['9.1393', '38.7223']",,MED
1000,landslide/landslide.74/FAC,landslide.74.FAC,#F2A737,landslide.landslide.74.FAC,"['9.1393', '38.7223']",,FAC
1000,landslide/landslide.74/LOC,landslide.74.LOC,#2579E8,landslide.landslide.74.LOC,"['9.1393', '38.7223']",,LOC
1000,landslide/landslide.75,landslide.75,#5728AE,landslide.landslide.75,"['49.7306', '36.2133']",Argo and Yaftali Sufla,Spot
1000,landslide/landslide.75/MED,landslide.75.MED,#45B34D,landslide.landslide.75.MED,"['49.7306', '36.2133']",,MED
1000,landslide/landslide.75/FAC,landslide.75.FAC,#F2A737,landslide.landslide.75.FAC,"['49.7306', '36.2133']",,FAC
1000,landslide/landslide.75/LOC,landslide.75.LOC,#2579E8,landslide.landslide.75.LOC,"['49.7306', '36.2133']",,LOC
1000,landslide/landslide.76,landslide.76,#5728AE,landslide.landslide.76,"['41.5736', '41.2344']",Arhavi,Spot
1000,landslide/landslide.76/MED,landslide.76.MED,#45B34D,landslide.landslide.76.MED,"['41.5736', '41.2344']",,MED
1000,landslide/landslide.76/FAC,landslide.76.FAC,#F2A737,landslide.landslide.76.FAC,"['41.5736', '41.2344']",,FAC
1000,landslide/landslide.76/LOC,landslide.76.LOC,#2579E8,landslide.landslide.76.LOC,"['41.5736', '41.2344']",,LOC
1000,landslide/landslide.77,landslide.77,#5728AE,landslide.landslide.77,"['41.5116', '41.3206']",Arhavi - Kabisre river basin,Spot
1000,landslide/landslide.77/MED,landslide.77.MED,#45B34D,landslide.landslide.77.MED,"['41.5116', '41.3206']",,MED
1000,landslide/landslide.77/FAC,landslide.77.FAC,#F2A737,landslide.landslide.77.FAC,"['41.5116', '41.3206']",,FAC
1000,landslide/landslide.77/LOC,landslide.77.LOC,#2579E8,landslide.landslide.77.LOC,"['41.5116', '41.3206']",,LOC
1000,landslide/landslide.78,landslide.78,#5728AE,landslide.landslide.78,"['11.9176', '43.7711']",Arno basin,Spot
1000,landslide/landslide.78/MED,landslide.78.MED,#45B34D,landslide.landslide.78.MED,"['11.9176', '43.7711']",,MED
1000,landslide/landslide.78/FAC,landslide.78.FAC,#F2A737,landslide.landslide.78.FAC,"['11.9176', '43.7711']",,FAC
1000,landslide/landslide.78/LOC,landslide.78.LOC,#2579E8,landslide.landslide.78.LOC,"['11.9176', '43.7711']",,LOC
1000,landslide/landslide.79,landslide.79,#5728AE,landslide.landslide.79,"['103.8198', '34.0479']",Asia,Spot
1000,landslide/landslide.79/MED,landslide.79.MED,#45B34D,landslide.landslide.79.MED,"['103.8198', '34.0479']",,MED
1000,landslide/landslide.79/FAC,landslide.79.FAC,#F2A737,landslide.landslide.79.FAC,"['103.8198', '34.0479']",,FAC
1000,landslide/landslide.79/LOC,landslide.79.LOC,#2579E8,landslide.landslide.79.LOC,"['103.8198', '34.0479']",,LOC
1000,landslide/landslide.80,landslide.80,#5728AE,landslide.landslide.80,"['100.0', '30.0']",Asian Highway,Spot
1000,landslide/landslide.80/MED,landslide.80.MED,#45B34D,landslide.landslide.80.MED,"['100.0', '30.0']",,MED
1000,landslide/landslide.80/FAC,landslide.80.FAC,#F2A737,landslide.landslide.80.FAC,"['100.0', '30.0']",,FAC
1000,landslide/landslide.80/LOC,landslide.80.LOC,#2579E8,landslide.landslide.80.LOC,"['100.0', '30.0']",,LOC
1000,landslide/landslide.81,landslide.81,#5728AE,landslide.landslide.81,"['105.0', '20.0']",Asian Highway - 1,Spot
1000,landslide/landslide.81/MED,landslide.81.MED,#45B34D,landslide.landslide.81.MED,"['105.0', '20.0']",,MED
1000,landslide/landslide.81/FAC,landslide.81.FAC,#F2A737,landslide.landslide.81.FAC,"['105.0', '20.0']",,FAC
1000,landslide/landslide.81/LOC,landslide.81.LOC,#2579E8,landslide.landslide.81.LOC,"['105.0', '20.0']",,LOC
1000,landslide/landslide.82,landslide.82,#5728AE,landslide.landslide.82,"['42.5325', '19.1390']",Asir,Spot
1000,landslide/landslide.82/MED,landslide.82.MED,#45B34D,landslide.landslide.82.MED,"['42.5325', '19.1390']",,MED
1000,landslide/landslide.82/FAC,landslide.82.FAC,#F2A737,landslide.landslide.82.FAC,"['42.5325', '19.1390']",,FAC
1000,landslide/landslide.82/LOC,landslide.82.LOC,#2579E8,landslide.landslide.82.LOC,"['42.5325', '19.1390']",,LOC
1000,landslide/landslide.83,landslide.83,#5728AE,landslide.landslide.83,"['142.9833', '43.5399']",Atsuma,Spot
1000,landslide/landslide.83/MED,landslide.83.MED,#45B34D,landslide.landslide.83.MED,"['142.9833', '43.5399']",,MED
1000,landslide/landslide.83/FAC,landslide.83.FAC,#F2A737,landslide.landslide.83.FAC,"['142.9833', '43.5399']",,FAC
1000,landslide/landslide.83/LOC,landslide.83.LOC,#2579E8,landslide.landslide.83.LOC,"['142.9833', '43.5399']",,LOC
1000,landslide/landslide.84,landslide.84,#5728AE,landslide.landslide.84,"['142.9855', '43.5494']",Atsuma Town,Spot
1000,landslide/landslide.84/MED,landslide.84.MED,#45B34D,landslide.landslide.84.MED,"['142.9855', '43.5494']",,MED
1000,landslide/landslide.84/FAC,landslide.84.FAC,#F2A737,landslide.landslide.84.FAC,"['142.9855', '43.5494']",,FAC
1000,landslide/landslide.84/LOC,landslide.84.LOC,#2579E8,landslide.landslide.84.LOC,"['142.9855', '43.5494']",,LOC
1000,landslide/landslide.85,landslide.85,#5728AE,landslide.landslide.85,"['23.7294', '37.9838']",Attica,Spot
1000,landslide/landslide.85/MED,landslide.85.MED,#45B34D,landslide.landslide.85.MED,"['23.7294', '37.9838']",,MED
1000,landslide/landslide.85/FAC,landslide.85.FAC,#F2A737,landslide.landslide.85.FAC,"['23.7294', '37.9838']",,FAC
1000,landslide/landslide.85/LOC,landslide.85.LOC,#2579E8,landslide.landslide.85.LOC,"['23.7294', '37.9838']",,LOC
1000,landslide/landslide.86,landslide.86,#5728AE,landslide.landslide.86,"['23.7428', '37.9838']",Attica region in Greece,Spot
1000,landslide/landslide.86/MED,landslide.86.MED,#45B34D,landslide.landslide.86.MED,"['23.7428', '37.9838']",,MED
1000,landslide/landslide.86/FAC,landslide.86.FAC,#F2A737,landslide.landslide.86.FAC,"['23.7428', '37.9838']",,FAC
1000,landslide/landslide.86/LOC,landslide.86.LOC,#2579E8,landslide.landslide.86.LOC,"['23.7428', '37.9838']",,LOC
1000,landslide/landslide.87,landslide.87,#5728AE,landslide.landslide.87,"['4.0017', '48.0999']",Aube department,Spot
1000,landslide/landslide.87/MED,landslide.87.MED,#45B34D,landslide.landslide.87.MED,"['4.0017', '48.0999']",,MED
1000,landslide/landslide.87/FAC,landslide.87.FAC,#F2A737,landslide.landslide.87.FAC,"['4.0017', '48.0999']",,FAC
1000,landslide/landslide.87/LOC,landslide.87.LOC,#2579E8,landslide.landslide.87.LOC,"['4.0017', '48.0999']",,LOC
1000,landslide/landslide.88,landslide.88,#5728AE,landslide.landslide.88,"['14.5501', '47.5162']",Austria,Spot
1000,landslide/landslide.88/MED,landslide.88.MED,#45B34D,landslide.landslide.88.MED,"['14.5501', '47.5162']",,MED
1000,landslide/landslide.88/FAC,landslide.88.FAC,#F2A737,landslide.landslide.88.FAC,"['14.5501', '47.5162']",,FAC
1000,landslide/landslide.88/LOC,landslide.88.LOC,#2579E8,landslide.landslide.88.LOC,"['14.5501', '47.5162']",,LOC
1000,landslide/landslide.89,landslide.89,#5728AE,landslide.landslide.89,"['13.3333', '47.3333']",Austrian municipalities,Spot
1000,landslide/landslide.89/MED,landslide.89.MED,#45B34D,landslide.landslide.89.MED,"['13.3333', '47.3333']",,MED
1000,landslide/landslide.89/FAC,landslide.89.FAC,#F2A737,landslide.landslide.89.FAC,"['13.3333', '47.3333']",,FAC
1000,landslide/landslide.89/LOC,landslide.89.LOC,#2579E8,landslide.landslide.89.LOC,"['13.3333', '47.3333']",,LOC
1000,landslide/landslide.90,landslide.90,#5728AE,landslide.landslide.90,"['13.3333', '47.3333']",Austrian territory,Spot
1000,landslide/landslide.90/MED,landslide.90.MED,#45B34D,landslide.landslide.90.MED,"['13.3333', '47.3333']",,MED
1000,landslide/landslide.90/FAC,landslide.90.FAC,#F2A737,landslide.landslide.90.FAC,"['13.3333', '47.3333']",,FAC
1000,landslide/landslide.90/LOC,landslide.90.LOC,#2579E8,landslide.landslide.90.LOC,"['13.3333', '47.3333']",,LOC
1000,landslide/landslide.91,landslide.91,#5728AE,landslide.landslide.91,"['38.4687', '40.8933']",Avutmus district of Sebinkarahisar,Spot
1000,landslide/landslide.91/MED,landslide.91.MED,#45B34D,landslide.landslide.91.MED,"['38.4687', '40.8933']",,MED
1000,landslide/landslide.91/FAC,landslide.91.FAC,#F2A737,landslide.landslide.91.FAC,"['38.4687', '40.8933']",,FAC
1000,landslide/landslide.91/LOC,landslide.91.LOC,#2579E8,landslide.landslide.91.LOC,"['38.4687', '40.8933']",,LOC
1000,landslide/landslide.92,landslide.92,#5728AE,landslide.landslide.92,"['7.4188', '6.1978']",Awgu,Spot
1000,landslide/landslide.92/MED,landslide.92.MED,#45B34D,landslide.landslide.92.MED,"['7.4188', '6.1978']",,MED
1000,landslide/landslide.92/FAC,landslide.92.FAC,#F2A737,landslide.landslide.92.FAC,"['7.4188', '6.1978']",,FAC
1000,landslide/landslide.92/LOC,landslide.92.LOC,#2579E8,landslide.landslide.92.LOC,"['7.4188', '6.1978']",,LOC
1000,landslide/landslide.93,landslide.93,#5728AE,landslide.landslide.93,"['73.7674', '33.6007']",Azad Jammu,Spot
1000,landslide/landslide.93/MED,landslide.93.MED,#45B34D,landslide.landslide.93.MED,"['73.7674', '33.6007']",,MED
1000,landslide/landslide.93/FAC,landslide.93.FAC,#F2A737,landslide.landslide.93.FAC,"['73.7674', '33.6007']",,FAC
1000,landslide/landslide.93/LOC,landslide.93.LOC,#2579E8,landslide.landslide.93.LOC,"['73.7674', '33.6007']",,LOC
1000,landslide/landslide.94,landslide.94,#5728AE,landslide.landslide.94,"['74.3926', '33.7878']",Azad Jammu and Kashmir region of Pakistan,Spot
1000,landslide/landslide.94/MED,landslide.94.MED,#45B34D,landslide.landslide.94.MED,"['74.3926', '33.7878']",,MED
1000,landslide/landslide.94/FAC,landslide.94.FAC,#F2A737,landslide.landslide.94.FAC,"['74.3926', '33.7878']",,FAC
1000,landslide/landslide.94/LOC,landslide.94.LOC,#2579E8,landslide.landslide.94.LOC,"['74.3926', '33.7878']",,LOC
1000,landslide/landslide.95,landslide.95,#5728AE,landslide.landslide.95,"['74.3926', '33.7878']",Azad Kashmir,Spot
1000,landslide/landslide.95/MED,landslide.95.MED,#45B34D,landslide.landslide.95.MED,"['74.3926', '33.7878']",,MED
1000,landslide/landslide.95/FAC,landslide.95.FAC,#F2A737,landslide.landslide.95.FAC,"['74.3926', '33.7878']",,FAC
1000,landslide/landslide.95/LOC,landslide.95.LOC,#2579E8,landslide.landslide.95.LOC,"['74.3926', '33.7878']",,LOC
1000,landslide/landslide.96,landslide.96,#5728AE,landslide.landslide.96,"['64.2439', '31.6244']",Azad River,Spot
1000,landslide/landslide.96/MED,landslide.96.MED,#45B34D,landslide.landslide.96.MED,"['64.2439', '31.6244']",,MED
1000,landslide/landslide.96/FAC,landslide.96.FAC,#F2A737,landslide.landslide.96.FAC,"['64.2439', '31.6244']",,FAC
1000,landslide/landslide.96/LOC,landslide.96.LOC,#2579E8,landslide.landslide.96.LOC,"['64.2439', '31.6244']",,LOC
1000,landslide/landslide.97,landslide.97,#5728AE,landslide.landslide.97,"['25.6833', '37.7412']",Azores,Spot
1000,landslide/landslide.97/MED,landslide.97.MED,#45B34D,landslide.landslide.97.MED,"['25.6833', '37.7412']",,MED
1000,landslide/landslide.97/FAC,landslide.97.FAC,#F2A737,landslide.landslide.97.FAC,"['25.6833', '37.7412']",,FAC
1000,landslide/landslide.97/LOC,landslide.97.LOC,#2579E8,landslide.landslide.97.LOC,"['25.6833', '37.7412']",,LOC
1000,landslide/landslide.98,landslide.98,#5728AE,landslide.landslide.98,"['71.6874', '36.4325']",Badakhshan Province,Spot
1000,landslide/landslide.98/MED,landslide.98.MED,#45B34D,landslide.landslide.98.MED,"['71.6874', '36.4325']",,MED
1000,landslide/landslide.98/FAC,landslide.98.FAC,#F2A737,landslide.landslide.98.FAC,"['71.6874', '36.4325']",,FAC
1000,landslide/landslide.98/LOC,landslide.98.LOC,#2579E8,landslide.landslide.98.LOC,"['71.6874', '36.4325']",,LOC
1000,landslide/landslide.99,landslide.99,#5728AE,landslide.landslide.99,"['71.1062', '36.7389']",Badakhshan province of Afghanistan,Spot
1000,landslide/landslide.99/MED,landslide.99.MED,#45B34D,landslide.landslide.99.MED,"['71.1062', '36.7389']",,MED
1000,landslide/landslide.99/FAC,landslide.99.FAC,#F2A737,landslide.landslide.99.FAC,"['71.1062', '36.7389']",,FAC
1000,landslide/landslide.99/LOC,landslide.99.LOC,#2579E8,landslide.landslide.99.LOC,"['71.1062', '36.7389']",,LOC
1000,landslide/landslide.100,landslide.100,#5728AE,landslide.landslide.100,"['111.3586', '31.0444']",Badong,Spot
1000,landslide/landslide.100/MED,landslide.100.MED,#45B34D,landslide.landslide.100.MED,"['111.3586', '31.0444']",,MED
1000,landslide/landslide.100/FAC,landslide.100.FAC,#F2A737,landslide.landslide.100.FAC,"['111.3586', '31.0444']",,FAC
1000,landslide/landslide.100/LOC,landslide.100.LOC,#2579E8,landslide.landslide.100.LOC,"['111.3586', '31.0444']",,LOC
1000,landslide/landslide.101,landslide.101,#5728AE,landslide.landslide.101,"['111.7078', '31.0025']",Badong Country,Spot
1000,landslide/landslide.101/MED,landslide.101.MED,#45B34D,landslide.landslide.101.MED,"['111.7078', '31.0025']",,MED
1000,landslide/landslide.101/FAC,landslide.101.FAC,#F2A737,landslide.landslide.101.FAC,"['111.7078', '31.0025']",,FAC
1000,landslide/landslide.101/LOC,landslide.101.LOC,#2579E8,landslide.landslide.101.LOC,"['111.7078', '31.0025']",,LOC
1000,landslide/landslide.102,landslide.102,#5728AE,landslide.landslide.102,"['81.0846', '6.9934']",Badulla District,Spot
1000,landslide/landslide.102/MED,landslide.102.MED,#45B34D,landslide.landslide.102.MED,"['81.0846', '6.9934']",,MED
1000,landslide/landslide.102/FAC,landslide.102.FAC,#F2A737,landslide.landslide.102.FAC,"['81.0846', '6.9934']",,FAC
1000,landslide/landslide.102/LOC,landslide.102.LOC,#2579E8,landslide.landslide.102.LOC,"['81.0846', '6.9934']",,LOC
1000,landslide/landslide.103,landslide.103,#5728AE,landslide.landslide.103,"['99.8348', '33.9788']",Baige,Spot
1000,landslide/landslide.103/MED,landslide.103.MED,#45B34D,landslide.landslide.103.MED,"['99.8348', '33.9788']",,MED
1000,landslide/landslide.103/FAC,landslide.103.FAC,#F2A737,landslide.landslide.103.FAC,"['99.8348', '33.9788']",,FAC
1000,landslide/landslide.103/LOC,landslide.103.LOC,#2579E8,landslide.landslide.103.LOC,"['99.8348', '33.9788']",,LOC
1000,landslide/landslide.104,landslide.104,#5728AE,landslide.landslide.104,"['81.4525', '40.1375']",Baige Village,Spot
1000,landslide/landslide.104/MED,landslide.104.MED,#45B34D,landslide.landslide.104.MED,"['81.4525', '40.1375']",,MED
1000,landslide/landslide.104/FAC,landslide.104.FAC,#F2A737,landslide.landslide.104.FAC,"['81.4525', '40.1375']",,FAC
1000,landslide/landslide.104/LOC,landslide.104.LOC,#2579E8,landslide.landslide.104.LOC,"['81.4525', '40.1375']",,LOC
1000,landslide/landslide.105,landslide.105,#5728AE,landslide.landslide.105,"['103.5095', '35.0698']",Bailong River Basin,Spot
1000,landslide/landslide.105/MED,landslide.105.MED,#45B34D,landslide.landslide.105.MED,"['103.5095', '35.0698']",,MED
1000,landslide/landslide.105/FAC,landslide.105.FAC,#F2A737,landslide.landslide.105.FAC,"['103.5095', '35.0698']",,FAC
1000,landslide/landslide.105/LOC,landslide.105.LOC,#2579E8,landslide.landslide.105.LOC,"['103.5095', '35.0698']",,LOC
1000,landslide/landslide.106,landslide.106,#5728AE,landslide.landslide.106,"['102.7069', '34.6093']",Bailongjiang River,Spot
1000,landslide/landslide.106/MED,landslide.106.MED,#45B34D,landslide.landslide.106.MED,"['102.7069', '34.6093']",,MED
1000,landslide/landslide.106/FAC,landslide.106.FAC,#F2A737,landslide.landslide.106.FAC,"['102.7069', '34.6093']",,FAC
1000,landslide/landslide.106/LOC,landslide.106.LOC,#2579E8,landslide.landslide.106.LOC,"['102.7069', '34.6093']",,LOC
1000,landslide/landslide.107,landslide.107,#5728AE,landslide.landslide.107,"['102.7390', '34.5964']",Bailongjiang watershed in southern Gansu province,Spot
1000,landslide/landslide.107/MED,landslide.107.MED,#45B34D,landslide.landslide.107.MED,"['102.7390', '34.5964']",,MED
1000,landslide/landslide.107/FAC,landslide.107.FAC,#F2A737,landslide.landslide.107.FAC,"['102.7390', '34.5964']",,FAC
1000,landslide/landslide.107/LOC,landslide.107.LOC,#2579E8,landslide.landslide.107.LOC,"['102.7390', '34.5964']",,LOC
1000,landslide/landslide.108,landslide.108,#5728AE,landslide.landslide.108,"['120.0093', '30.3423']",Baiyuzui,Spot
1000,landslide/landslide.108/MED,landslide.108.MED,#45B34D,landslide.landslide.108.MED,"['120.0093', '30.3423']",,MED
1000,landslide/landslide.108/FAC,landslide.108.FAC,#F2A737,landslide.landslide.108.FAC,"['120.0093', '30.3423']",,FAC
1000,landslide/landslide.108/LOC,landslide.108.LOC,#2579E8,landslide.landslide.108.LOC,"['120.0093', '30.3423']",,LOC
1000,landslide/landslide.109,landslide.109,#5728AE,landslide.landslide.109,"['88.9724', '28.0540']",Balason River basin,Spot
1000,landslide/landslide.109/MED,landslide.109.MED,#45B34D,landslide.landslide.109.MED,"['88.9724', '28.0540']",,MED
1000,landslide/landslide.109/FAC,landslide.109.FAC,#F2A737,landslide.landslide.109.FAC,"['88.9724', '28.0540']",,FAC
1000,landslide/landslide.109/LOC,landslide.109.LOC,#2579E8,landslide.landslide.109.LOC,"['88.9724', '28.0540']",,LOC
1000,landslide/landslide.110,landslide.110,#5728AE,landslide.landslide.110,"['100.2190', '5.3528']",Balik Pulau area in Penang Island,Spot
1000,landslide/landslide.110/MED,landslide.110.MED,#45B34D,landslide.landslide.110.MED,"['100.2190', '5.3528']",,MED
1000,landslide/landslide.110/FAC,landslide.110.FAC,#F2A737,landslide.landslide.110.FAC,"['100.2190', '5.3528']",,FAC
1000,landslide/landslide.110/LOC,landslide.110.LOC,#2579E8,landslide.landslide.110.LOC,"['100.2190', '5.3528']",,LOC
1000,landslide/landslide.111,landslide.111,#5728AE,landslide.landslide.111,"['103.9482', '22.8861']",Ban Khoang,Spot
1000,landslide/landslide.111/MED,landslide.111.MED,#45B34D,landslide.landslide.111.MED,"['103.9482', '22.8861']",,MED
1000,landslide/landslide.111/FAC,landslide.111.FAC,#F2A737,landslide.landslide.111.FAC,"['103.9482', '22.8861']",,FAC
1000,landslide/landslide.111/LOC,landslide.111.LOC,#2579E8,landslide.landslide.111.LOC,"['103.9482', '22.8861']",,LOC
1000,landslide/landslide.112,landslide.112,#5728AE,landslide.landslide.112,"['99.8642', '20.4864']",Ban Pha Duea at Mae Salong Nai,Spot
1000,landslide/landslide.112/MED,landslide.112.MED,#45B34D,landslide.landslide.112.MED,"['99.8642', '20.4864']",,MED
1000,landslide/landslide.112/FAC,landslide.112.FAC,#F2A737,landslide.landslide.112.FAC,"['99.8642', '20.4864']",,FAC
1000,landslide/landslide.112/LOC,landslide.112.LOC,#2579E8,landslide.landslide.112.LOC,"['99.8642', '20.4864']",,LOC
1000,landslide/landslide.113,landslide.113,#5728AE,landslide.landslide.113,"['112.6610', '0.7966']",Banaran,Spot
1000,landslide/landslide.113/MED,landslide.113.MED,#45B34D,landslide.landslide.113.MED,"['112.6610', '0.7966']",,MED
1000,landslide/landslide.113/FAC,landslide.113.FAC,#F2A737,landslide.landslide.113.FAC,"['112.6610', '0.7966']",,FAC
1000,landslide/landslide.113/LOC,landslide.113.LOC,#2579E8,landslide.landslide.113.LOC,"['112.6610', '0.7966']",,LOC
1000,landslide/landslide.114,landslide.114,#5728AE,landslide.landslide.114,"['54.7294', '36.8452']",Bandar Torkaman in northern Iran,Spot
1000,landslide/landslide.114/MED,landslide.114.MED,#45B34D,landslide.landslide.114.MED,"['54.7294', '36.8452']",,MED
1000,landslide/landslide.114/FAC,landslide.114.FAC,#F2A737,landslide.landslide.114.FAC,"['54.7294', '36.8452']",,FAC
1000,landslide/landslide.114/LOC,landslide.114.LOC,#2579E8,landslide.landslide.114.LOC,"['54.7294', '36.8452']",,LOC
1000,landslide/landslide.115,landslide.115,#5728AE,landslide.landslide.115,"['82.0718', '29.8600']",Bangesimal and Manma towns,Spot
1000,landslide/landslide.115/MED,landslide.115.MED,#45B34D,landslide.landslide.115.MED,"['82.0718', '29.8600']",,MED
1000,landslide/landslide.115/FAC,landslide.115.FAC,#F2A737,landslide.landslide.115.FAC,"['82.0718', '29.8600']",,FAC
1000,landslide/landslide.115/LOC,landslide.115.LOC,#2579E8,landslide.landslide.115.LOC,"['82.0718', '29.8600']",,LOC
1000,landslide/landslide.116,landslide.116,#5728AE,landslide.landslide.116,"['90.3563', '23.6850']",Bangladesh,Spot
1000,landslide/landslide.116/MED,landslide.116.MED,#45B34D,landslide.landslide.116.MED,"['90.3563', '23.6850']",,MED
1000,landslide/landslide.116/FAC,landslide.116.FAC,#F2A737,landslide.landslide.116.FAC,"['90.3563', '23.6850']",,FAC
1000,landslide/landslide.116/LOC,landslide.116.LOC,#2579E8,landslide.landslide.116.LOC,"['90.3563', '23.6850']",,LOC
1000,landslide/landslide.117,landslide.117,#5728AE,landslide.landslide.117,"['112.2661', '28.7105']",bank of Yangtze and its major tributaries,Spot
1000,landslide/landslide.117/MED,landslide.117.MED,#45B34D,landslide.landslide.117.MED,"['112.2661', '28.7105']",,MED
1000,landslide/landslide.117/FAC,landslide.117.FAC,#F2A737,landslide.landslide.117.FAC,"['112.2661', '28.7105']",,FAC
1000,landslide/landslide.117/LOC,landslide.117.LOC,#2579E8,landslide.landslide.117.LOC,"['112.2661', '28.7105']",,LOC
1000,landslide/landslide.118,landslide.118,#5728AE,landslide.landslide.118,"['81.2696', '29.2767']",banks of the Karnali River,Spot
1000,landslide/landslide.118/MED,landslide.118.MED,#45B34D,landslide.landslide.118.MED,"['81.2696', '29.2767']",,MED
1000,landslide/landslide.118/FAC,landslide.118.FAC,#F2A737,landslide.landslide.118.FAC,"['81.2696', '29.2767']",,FAC
1000,landslide/landslide.118/LOC,landslide.118.LOC,#2579E8,landslide.landslide.118.LOC,"['81.2696', '29.2767']",,LOC
1000,landslide/landslide.119,landslide.119,#5728AE,landslide.landslide.119,"['106.1092', '-6.4058']",Banten,Spot
1000,landslide/landslide.119/MED,landslide.119.MED,#45B34D,landslide.landslide.119.MED,"['106.1092', '-6.4058']",,MED
1000,landslide/landslide.119/FAC,landslide.119.FAC,#F2A737,landslide.landslide.119.FAC,"['106.1092', '-6.4058']",,FAC
1000,landslide/landslide.119/LOC,landslide.119.LOC,#2579E8,landslide.landslide.119.LOC,"['106.1092', '-6.4058']",,LOC
1000,landslide/landslide.120,landslide.120,#5728AE,landslide.landslide.120,"['110.2766', '35.0127']",Baota District,Spot
1000,landslide/landslide.120/MED,landslide.120.MED,#45B34D,landslide.landslide.120.MED,"['110.2766', '35.0127']",,MED
1000,landslide/landslide.120/FAC,landslide.120.FAC,#F2A737,landslide.landslide.120.FAC,"['110.2766', '35.0127']",,FAC
1000,landslide/landslide.120/LOC,landslide.120.LOC,#2579E8,landslide.landslide.120.LOC,"['110.2766', '35.0127']",,LOC
1000,landslide/landslide.121,landslide.121,#5728AE,landslide.landslide.121,"['6.6647', '44.3867']",Barcelonnette Basin,Spot
1000,landslide/landslide.121/MED,landslide.121.MED,#45B34D,landslide.landslide.121.MED,"['6.6647', '44.3867']",,MED
1000,landslide/landslide.121/FAC,landslide.121.FAC,#F2A737,landslide.landslide.121.FAC,"['6.6647', '44.3867']",,FAC
1000,landslide/landslide.121/LOC,landslide.121.LOC,#2579E8,landslide.landslide.121.LOC,"['6.6647', '44.3867']",,LOC
1000,landslide/landslide.122,landslide.122,#5728AE,landslide.landslide.122,"['32.4610', '41.8387']",Bartin Province of Western Black Sea,Spot
1000,landslide/landslide.122/MED,landslide.122.MED,#45B34D,landslide.landslide.122.MED,"['32.4610', '41.8387']",,MED
1000,landslide/landslide.122/FAC,landslide.122.FAC,#F2A737,landslide.landslide.122.FAC,"['32.4610', '41.8387']",,FAC
1000,landslide/landslide.122/LOC,landslide.122.LOC,#2579E8,landslide.landslide.122.LOC,"['32.4610', '41.8387']",,LOC
1000,landslide/landslide.123,landslide.123,#5728AE,landslide.landslide.123,"['16.5559', '40.6395']",Basilicata,Spot
1000,landslide/landslide.123/MED,landslide.123.MED,#45B34D,landslide.landslide.123.MED,"['16.5559', '40.6395']",,MED
1000,landslide/landslide.123/FAC,landslide.123.FAC,#F2A737,landslide.landslide.123.FAC,"['16.5559', '40.6395']",,FAC
1000,landslide/landslide.123/LOC,landslide.123.LOC,#2579E8,landslide.landslide.123.LOC,"['16.5559', '40.6395']",,LOC
1000,landslide/landslide.124,landslide.124,#5728AE,landslide.landslide.124,"['10.1096', '43.7711']",basin of the Arno River,Spot
1000,landslide/landslide.124/MED,landslide.124.MED,#45B34D,landslide.landslide.124.MED,"['10.1096', '43.7711']",,MED
1000,landslide/landslide.124/FAC,landslide.124.FAC,#F2A737,landslide.landslide.124.FAC,"['10.1096', '43.7711']",,FAC
1000,landslide/landslide.124/LOC,landslide.124.LOC,#2579E8,landslide.landslide.124.LOC,"['10.1096', '43.7711']",,LOC
1000,landslide/landslide.125,landslide.125,#5728AE,landslide.landslide.125,"['104.0319', '1.1301']",Batam Island,Spot
1000,landslide/landslide.125/MED,landslide.125.MED,#45B34D,landslide.landslide.125.MED,"['104.0319', '1.1301']",,MED
1000,landslide/landslide.125/FAC,landslide.125.FAC,#F2A737,landslide.landslide.125.FAC,"['104.0319', '1.1301']",,FAC
1000,landslide/landslide.125/LOC,landslide.125.LOC,#2579E8,landslide.landslide.125.LOC,"['104.0319', '1.1301']",,LOC
